head,tail,label
DB02114,Q9UNI1,1
DB00604,P20813,1
DB08734,Q9Y5R8,0
DB05511,P00797,0
DB01962,P12931,1
DB03496,P11802,1
DB00145,Q6IB77,1
DB01091,Q9NP56,0
DB06929,P00734,1
DB00843,P28223,1
DB03046,P37288,0
DB01244,P10635,1
DB03155,P18405,0
DB01352,Q99418,0
DB00615,P17302,0
DB02875,P17752,0
DB01427,Q14432,1
DB08620,Q494W8,1
DB08899,P10635,1
DB03594,P19652,0
DB00477,P35348,1
DB08247,O75936,0
DB00218,Q969I3,0
DB00904,P11712,1
DB00720,O15239,0
DB00273,Q16445,1
DB06958,P35398,0
DB01224,P21918,1
DB05104,P01008,0
DB07074,P09467,0
DB08006,P08912,0
DB08783,Q14749,0
DB00277,O76074,1
DB08197,P54289,0
DB01544,P05177,1
DB09065,P10635,1
DB08009,Q9UKU7,0
DB04855,P35348,1
DB05232,P35498,1
DB00357,P05177,1
DB07156,P08069,1
DB01215,P22748,0
DB03595,Q02338,0
DB08168,Q9BY41,1
DB01689,P22413,0
DB00607,P05177,1
DB08119,P10145,0
DB00376,P20309,1
DB04232,P08254,1
DB04233,P43166,0
DB07225,P07858,1
DB08130,P07478,0
DB01438,P09172,0
DB06858,P00734,1
DB01216,P18507,0
DB00937,P30559,0
DB01028,P31644,1
DB03441,P00568,0
DB07845,Q9Y6Y9,0
DB07642,Q96C86,1
DB01118,P09211,0
DB03772,P09958,0
DB01244,P51787,1
DB00721,P21397,1
DB04315,P36405,1
DB04009,P36871,0
DB08201,Q96RD7,0
DB04395,Q12756,1
DB07315,P06737,1
DB07942,Q13426,0
DB01226,P08172,1
DB00842,P18505,1
DB00875,P14416,1
DB03487,P61626,1
DB01966,P30411,0
DB08800,O14920,0
DB08807,P13945,1
DB00135,O60909,0
DB00408,P08912,1
DB01189,O14757,0
DB00308,P54289,1
DB07641,P21397,1
DB07034,O14757,1
DB03951,P46926,1
DB08046,Q09013,0
DB07423,P10275,1
DB00654,Q969I3,0
DB08426,P00742,1
DB00852,P08913,1
DB00182,O95954,0
DB00157,Q02928,1
DB01536,P14060,1
DB08531,Q6UWP2,0
DB02197,Q6NXR0,0
DB02767,Q9Y6Y9,1
DB00695,P62136,0
DB01346,Q9P2W7,0
DB00726,P08913,1
DB00149,O15382,1
DB00131,Q07343,1
DB03621,P62942,1
DB00140,Q9GZT4,0
DB01205,P48169,1
DB04178,P61587,0
DB07317,P07900,1
DB04797,Q8TCT1,0
DB01193,P15382,0
DB00405,P35367,1
DB01373,P49747,1
DB08901,P12931,1
DB04774,P23416,0
DB00490,P10635,1
DB02701,Q10588,1
DB00308,Q9NS40,1
DB00312,Q13224,1
DB01026,P11712,1
DB00616,P42262,0
DB08590,Q9NWZ3,1
DB06144,P28335,1
DB00157,P15428,1
DB02837,Q14627,0
DB00163,P78417,1
DB00656,P08908,1
DB02568,P00491,1
DB02854,P54760,0
DB03052,P14920,0
DB00934,P05177,1
DB07393,Q04828,0
DB06262,P17735,0
DB01595,P18507,1
DB00268,P08913,1
DB00334,P35462,1
DB06204,P23975,1
DB02646,P55769,0
DB04835,Q9Y6L7,0
DB09272,P29466,0
DB00841,P21964,1
DB00389,P07202,1
DB01123,O00244,0
DB01002,P05177,1
DB04447,Q96QT4,1
DB01142,P11712,1
DB02375,Q14494,0
DB02468,P43115,0
DB00226,P23975,1
DB01050,P35354,1
DB00162,Q8TC12,1
DB01717,Q96MA6,1
DB00446,P08174,1
DB00139,Q9UBX3,1
DB03443,P19622,0
DB08125,P06396,0
DB01736,P12235,1
DB00920,P27815,1
DB00978,P11388,1
DB01213,P07327,1
DB01032,P11712,1
DB03824,P15121,0
DB01378,P18085,0
DB08896,P10721,1
DB07389,P35228,1
DB07195,P03372,1
DB00623,P07202,0
DB00114,P20132,1
DB01100,P10635,1
DB02512,Q08345,0
DB01200,P05177,1
DB00142,Q13255,1
DB06884,P07195,0
DB00334,P18507,1
DB01080,Q96QT4,0
DB00623,P10635,1
DB07612,Q9P0X4,0
DB04821,P05164,1
DB01871,P25786,0
DB02602,O95342,0
DB01579,Q14289,0
DB04829,Q9Y5Y9,0
DB03661,P07711,1
DB07751,Q9UKQ2,0
DB07494,O76074,0
DB02726,Q00987,0
DB01129,P11712,1
DB00616,P12821,1
DB07736,Q07973,0
DB01183,Q06609,0
DB07219,O75936,0
DB08333,P14174,1
DB02468,P52732,0
DB00536,P07998,1
DB00175,O95865,0
DB08231,O75521,1
DB06176,P42263,0
DB00503,P05181,1
DB07213,O14757,1
DB02198,P22748,0
DB04818,Q9HCP0,0
DB04604,Q9HCR9,0
DB06016,P28223,1
DB06148,P10635,1
DB07032,P00709,0
DB03760,P23434,1
DB01365,P13945,1
DB09217,Q02156,0
DB00503,P20813,1
DB04172,P00749,1
DB08296,P01857,1
DB01559,P29466,0
DB00477,P02763,1
DB00925,P08913,1
DB08896,P17948,1
DB00570,P10635,1
DB01151,P08588,1
DB06987,Q92993,0
DB00909,P07451,1
DB01588,P18505,1
DB07324,Q96GD4,0
DB07794,Q96EM0,0
DB08038,P49862,1
DB03298,P29466,0
DB05448,O14957,0
DB04825,P00568,0
DB04003,Q9NS40,0
DB00295,P54855,1
DB03056,O43920,0
DB00216,Q9P2J5,0
DB06480,Q13639,1
DB08739,Q9Y6M4,0
DB02210,Q9UG56,0
DB02269,P07477,1
DB00570,Q9UJT1,1
DB02269,Q9Y289,0
DB00552,P00813,1
DB00175,P53667,0
DB04048,P32119,1
DB03667,P23219,1
DB01346,Q02763,0
DB01588,P14867,1
DB01108,P14060,1
DB00918,P28222,1
DB02195,P32929,0
DB08197,P07900,1
DB06144,P04062,0
DB00114,Q96EN8,1
DB04880,P18089,0
DB02462,P35228,1
DB00445,P11388,1
DB00767,P08912,1
DB04315,P63096,1
DB01352,P47869,1
DB08333,P29466,0
DB00966,P50579,0
DB00116,P48728,1
DB02498,P26010,0
DB00683,O00591,1
DB00273,P22748,1
DB00142,P43004,1
DB00153,O15528,1
DB08262,P27707,0
DB00366,Q08499,0
DB02126,Q9ULW8,0
DB01045,Q9HB55,1
DB07277,P00742,1
DB01612,P02741,0
DB01200,P21728,1
DB00802,Q07021,0
DB00321,P05177,1
DB01159,P18505,1
DB04885,Q9UDX3,0
DB08933,P14061,0
DB03471,P14555,1
DB00138,Q13003,0
DB07700,P28332,0
DB00696,P15289,0
DB00131,P55263,1
DB00776,Q99928,0
DB04600,P00742,0
DB00295,P07384,0
DB07943,P01112,0
DB09074,P09874,1
DB08751,P30926,0
DB04786,P15289,1
DB03994,Q15274,0
DB00640,P00813,1
DB01233,Q13639,1
DB00126,P03372,0
DB01614,P14416,1
DB00989,P06276,1
DB02848,Q13131,0
DB01793,P07686,0
DB00463,P14867,1
DB02878,P35568,0
DB07932,P20648,0
DB06969,P07900,1
DB08846,Q9Y2D0,1
DB00139,Q8WWT9,1
DB08881,P05177,1
DB08230,P11309,1
DB01050,P35503,1
DB07006,P11177,0
DB03623,P53779,1
DB01782,P33981,1
DB01102,P13945,1
DB00121,P05165,1
DB00517,P20309,1
DB01609,P17931,0
DB00562,P22748,1
DB04137,P01112,1
DB08635,P01768,1
DB00421,Q8IZS8,1
DB00404,P31644,1
DB03796,P02689,1
DB02745,Q9BZX2,0
DB09202,P35368,1
DB04132,Q04760,1
DB01071,P15170,0
DB00293,P29508,0
DB01182,P11712,1
DB00126,P05108,0
DB01369,P02741,0
DB07652,Q9UBT6,1
DB01694,Q9P2W7,1
DB01050,P06133,1
DB03247,P08559,0
DB07150,Q92731,1
DB00277,P05177,1
DB06820,P14174,0
DB07202,P18405,0
DB04137,O15169,0
DB01559,P47869,1
DB00296,Q9Y5Y9,1
DB01010,P40238,0
DB00575,Q02880,0
DB00477,P21917,1
DB08763,P07477,1
DB00497,P19652,1
DB00404,Q9UN88,1
DB00237,P06576,0
DB00568,Q01668,1
DB00628,P47869,1
DB00459,Q96GD4,0
DB08733,Q9UKQ2,1
DB00768,P80511,1
DB01224,P08913,1
DB01128,P11712,1
DB02363,P51570,0
DB01852,Q6NUS8,1
DB00647,P09668,0
DB00241,P48169,1
DB00293,Q05932,1
DB06216,P05177,1
DB00599,P35222,0
DB08912,P01133,0
DB07427,P15336,0
DB00435,Q16696,0
DB00158,Q92820,1
DB00712,P35503,1
DB01028,P48169,1
DB02258,P13631,1
DB01136,P35348,1
DB08537,P18440,0
DB02859,O00763,1
DB07905,P01133,0
DB04946,P28223,1
DB00501,P10635,1
DB00383,P20309,1
DB04977,P05181,1
DB00408,P35368,1
DB00328,P35354,1
DB01586,P53597,0
DB05075,P17948,1
DB00594,P00749,1
DB08683,O14757,1
DB04855,Q13936,1
DB01001,Q9Y271,0
DB06809,P61073,1
DB00964,P08913,1
DB06987,Q9Y6K9,0
DB04854,P35462,0
DB00412,O14561,0
DB04774,P29274,0
DB08689,P19235,0
DB00120,Q9UHI5,1
DB00197,P54855,1
DB00437,P05412,0
DB04563,P07477,1
DB04166,P14920,1
DB04648,O60939,0
DB04464,P04271,1
DB08005,P53779,1
DB00734,P28335,1
DB07318,P35228,1
DB00728,Q15822,1
DB02597,O95299,0
DB01182,P10635,1
DB01365,Q03393,0
DB01093,P51681,0
DB03899,P07900,1
DB03661,P46439,0
DB08155,P27797,0
DB03021,Q99519,0
DB08811,Q9Y233,1
DB08043,P31639,0
DB09272,O60942,0
DB03772,O95865,0
DB07430,P14555,0
DB07422,P18085,0
DB00234,P23975,1
DB01200,P18825,1
DB00334,P08913,1
DB04513,P19429,1
DB00328,P11712,1
DB07380,Q9Y6L6,0
DB01399,Q969S8,0
DB01039,Q07869,1
DB01007,Q16850,1
DB03159,P03372,0
DB07168,Q13554,1
DB07401,P22695,1
DB07246,Q92731,0
DB03509,P37288,0
DB01352,Q16445,1
DB01630,P62750,0
DB07002,P52333,0
DB00768,Q00534,0
DB01030,Q969P6,1
DB00363,P20309,1
DB00726,P35368,1
DB07070,Q03181,1
DB03849,P80075,0
DB07427,Q9UN19,0
DB00120,P17735,1
DB00121,P05166,1
DB02467,Q9Y233,0
DB08881,P54289,0
DB00746,Q9H1K4,0
DB00142,Q16099,1
DB03213,Q9UJT1,0
DB02315,Q9UL51,1
DB04272,P14174,1
DB06820,Q92696,0
DB00418,Q12879,1
DB08480,P60900,0
DB08660,P21728,0
DB01352,P36544,1
DB00794,P47869,1
DB03760,Q15120,1
DB01093,P29371,0
DB04839,P62750,0
DB00547,P20594,0
DB03777,P11309,1
DB08818,Q96S86,1
DB00342,P08172,1
DB00234,P48549,0
DB01863,Q9H4M7,1
DB00276,O95954,0
DB01012,Q02338,0
DB03758,P10515,1
DB06637,Q96RP8,1
DB04790,P07477,1
DB07974,O00591,0
DB07506,Q9HB40,1
DB06992,P27797,0
DB01558,P47869,1
DB00933,P28223,1
DB01752,Q86VU5,1
DB00448,Q02928,1
DB06741,Q12879,1
DB01672,Q14416,0
DB01159,P18507,1
DB00321,P23975,1
DB00574,P10635,1
DB08683,O75600,0
DB06892,Q99712,0
DB00248,P07550,1
DB00126,Q96KS0,1
DB02602,Q05329,0
DB03012,P15085,1
DB07932,P03372,1
DB00142,Q9ULA0,1
DB04069,P53355,1
DB07859,P21728,0
DB03380,P01303,1
DB01159,P16118,0
DB01472,P10635,1
DB00463,Q16445,1
DB01254,P42684,1
DB00129,Q9Y619,1
DB01200,P35462,1
DB08836,P51553,0
DB08187,P00734,1
DB00870,P35354,1
DB08059,P48736,1
DB09063,P01859,0
DB00617,P11712,1
DB00605,P35354,1
DB07089,P56817,1
DB06837,P10644,0
DB04014,Q9HAW9,0
DB00129,P51151,0
DB02616,Q8TCU5,0
DB00721,Q15822,1
DB01723,P62942,1
DB06216,P34969,1
DB00207,P05177,1
DB04837,P35367,1
DB01236,Q99928,1
DB01234,Q02928,1
DB02170,P68400,1
DB03132,P02741,0
DB01079,P05181,1
DB04638,P07686,0
DB01837,Q9Y698,0
DB00866,Q14494,0
DB04522,P29508,1
DB00138,P82251,1
DB00454,O15399,1
DB00328,Q04760,1
DB01601,P10635,1
DB04014,P10275,0
DB07122,P00749,1
DB00988,P21918,1
DB00975,P27815,1
DB00157,P07327,1
DB01252,P16662,1
DB06835,Q13555,0
DB00142,O00341,1
DB01427,O60658,0
DB01244,P13631,0
DB00682,Q9BQB6,1
DB03449,P00519,0
DB00367,Q9UM07,0
DB02512,Q96S86,0
DB01291,P07550,1
DB00917,P43116,1
DB00647,P11712,1
DB08912,P15056,1
DB04003,Q32P28,0
DB00853,Q9H8P0,0
DB08881,P10635,1
DB07141,Q13946,0
DB00312,P47869,1
DB03399,Q08493,0
DB08613,Q9NWT6,0
DB00388,Q14353,0
DB08030,P09210,0
DB04977,Q02928,1
DB01426,P16444,0
DB07335,P53609,0
DB01356,O14732,1
DB07121,P78536,1
DB02116,Q9BYC2,0
DB00818,P14867,1
DB00961,Q05329,0
DB08733,Q08881,0
DB02047,Q701N4,0
DB01717,P35914,0
DB00553,P05177,1
DB02840,P07900,1
DB08465,P49286,0
DB07119,Q92731,1
DB00572,P08912,1
DB08546,P41235,0
DB01283,P11712,1
DB08249,P51580,0
DB07157,P23975,0
DB00957,P15289,0
DB07548,P24046,0
DB01134,P08235,1
DB01454,P28335,1
DB04522,P08100,1
DB03309,O00204,1
DB02373,P50750,0
DB00933,P10635,1
DB00413,Q96RQ3,0
DB05408,P29466,1
DB01087,P05177,1
DB00321,P08908,1
DB03311,P25815,0
DB01422,O95865,0
DB08844,O95477,0
DB07374,P62917,1
DB00835,P20813,1
DB01426,P10635,1
DB02258,P54289,0
DB02848,O95299,0
DB00509,P07202,1
DB01614,Q15858,0
DB04233,P08100,1
DB08756,O75116,1
DB00157,Q16836,1
DB04644,P48029,0
DB00908,Q12809,1
DB07621,P07550,0
DB00762,P35030,0
DB08293,P08238,1
DB00418,P05177,1
DB04172,P35790,0
DB06216,P08588,1
DB00454,P20813,1
DB01429,P48067,0
DB02142,P42357,0
DB01559,P14867,1
DB07489,Q9Y6M4,1
DB02552,P22748,0
DB07377,Q9NUB1,0
DB07299,P03951,1
DB07128,P00734,1
DB01159,P31644,1
DB03577,P15309,1
DB08005,P62937,0
DB04867,P32238,1
DB04395,P08069,1
DB08198,P09417,0
DB08436,Q13946,0
DB06803,P11712,1
DB01805,P07478,1
DB00726,P18089,1
DB01357,P03372,1
DB00909,P35498,1
DB00623,Q96I59,0
DB03740,P04062,1
DB06917,P09960,1
DB08435,Q8TDS4,0
DB01232,Q9UGI6,0
DB07400,P41594,0
DB02486,P35869,0
DB04790,Q9NUB1,0
DB00182,P13945,1
DB01791,Q08493,1
DB00818,Q99928,1
DB00216,Q13131,0
DB06857,Q05329,0
DB08896,P15056,1
DB01189,Q99928,1
DB07633,O75489,0
DB00989,O00264,0
DB00780,Q9HB55,1
DB07675,P14625,0
DB00091,P30405,1
DB04855,Q12809,1
DB00976,P05177,1
DB08750,Q13200,0
DB00296,P10635,1
DB06203,P10635,1
DB04272,Q9BZX2,1
DB01054,Q01668,1
DB00918,P21397,1
DB03635,P02775,1
DB05492,P18505,0
DB00865,P16435,1
DB00185,P10635,1
DB00996,O15399,1
DB07580,Q9HAW9,0
DB03245,P23945,0
DB00384,P05177,1
DB07500,P37268,0
DB00631,P27707,1
DB01165,P11388,1
DB02681,Q99062,0
DB03158,P32019,1
DB04638,O14983,1
DB07793,Q9UGI6,0
DB07658,P09417,0
DB03504,P07900,1
DB01621,Q9UHY7,0
DB08642,Q8NE62,0
DB00753,P05181,1
DB00588,P08235,1
DB07371,Q03393,0
DB01224,P21728,1
DB03706,Q9UN19,0
DB07374,P55769,1
DB00334,Q16445,1
DB00467,P05177,1
DB07212,P22459,0
DB04462,P68400,1
DB00367,P10275,1
DB02078,Q9P2W7,0
DB02353,P15291,0
DB00283,P35367,1
DB08175,P28702,1
DB02058,P11362,1
DB07731,P22894,0
DB07005,P00734,1
DB06837,Q13554,0
DB06262,O14983,0
DB01558,Q8N1C3,1
DB03880,Q9UKQ2,1
DB01378,P05023,1
DB04137,P61587,1
DB08932,P52333,0
DB04426,P43353,0
DB04315,P42330,0
DB00771,P10276,0
DB08882,P22695,0
DB00812,P23219,1
DB08515,Q99436,1
DB08497,P08311,0
DB07919,O00217,0
DB08080,Q8WWL2,1
DB08882,Q6YP21,0
DB04608,P15538,0
DB01159,P20813,1
DB01238,P35368,1
DB01338,P08172,1
DB01352,O43175,0
DB00475,Q99928,1
DB03796,O76054,1
DB01251,P41594,0
DB00363,Q9NYX4,1
DB02486,P40261,0
DB07263,P22695,0
DB08088,Q8WWL2,0
DB00509,Q96FL8,0
DB00334,P08588,1
DB06594,P28335,1
DB04105,P10606,0
DB00450,P17544,0
DB01009,Q16348,0
DB00175,P19838,0
DB01001,P40261,0
DB00503,P11712,1
DB01472,P27338,1
DB07121,Q96BI3,0
DB08334,P25098,0
DB03399,Q9GZP0,0
DB00208,P11712,1
DB03429,P12235,1
DB01373,Q01082,1
DB00866,P08588,1
DB02354,P07477,1
DB06144,P24394,0
DB03841,P55055,0
DB00402,P23219,1
DB07503,P48736,1
DB01116,P06276,1
DB00104,Q9NP56,0
DB00458,P28223,1
DB01227,P08912,0
DB01095,Q13126,0
DB00114,O75600,1
DB02482,P06731,0
DB01927,P51687,0
DB06956,P07900,1
DB01261,P25101,0
DB04287,Q96FL8,0
DB03501,Q9NS18,0
DB00544,P11712,1
DB00126,Q9NXG6,1
DB00767,P42263,0
DB02689,Q7Z2H8,0
DB08532,Q6NS38,0
DB00943,P35790,0
DB07755,Q99584,0
DB03283,P53355,0
DB00349,Q9Y698,0
DB02757,P00326,1
DB05408,P01008,0
DB01080,Q9UBS5,1
DB01618,P40238,0
DB00205,P46459,0
DB00117,P42357,1
DB04012,Q9BZX2,0
DB03841,P47712,0
DB00502,P21728,1
DB00594,P19801,1
DB04137,Q15382,1
DB07116,Q16832,0
DB00475,Q16445,1
DB00457,P18089,1
DB01672,P11802,0
DB04016,P08311,1
DB00371,Q96PF1,0
DB08402,Q15596,1
DB02701,P05181,1
DB06800,Q9UGM6,0
DB01028,P20813,1
DB00354,P61586,0
DB02778,P09467,1
DB03070,P02775,0
DB07746,P35218,0
DB04770,P17568,0
DB04733,Q9UKU7,0
DB00725,P08172,1
DB08010,P53779,1
DB00334,O15143,0
DB01238,P46098,1
DB00857,Q8NET8,0
DB01354,P47869,1
DB00477,P08908,1
DB01349,P48065,0
DB07048,P29034,0
DB02087,P46439,0
DB00980,P48039,1
DB07933,P49189,0
DB00792,P04626,0
DB04661,P15813,1
DB04149,Q07343,1
DB00768,Q99584,1
DB03056,Q92696,0
DB00418,P47869,1
DB00944,O60939,0
DB01364,P23975,1
DB06148,P05177,1
DB02681,P17568,0
DB00712,P35354,1
DB01048,P55263,1
DB07211,P00734,1
DB01029,P00519,0
DB01356,P29218,1
DB00920,Q08499,1
DB01100,P09960,0
DB05423,Q03721,0
DB01621,P14416,1
DB08651,P14174,0
DB06603,Q8WUI4,1
DB00773,P23219,1
DB06694,P08913,1
DB00761,O95264,0
DB02518,P15121,1
DB00979,P53355,0
DB07991,O43570,0
DB06997,O15399,0
DB00670,P46976,0
DB00114,Q8TD30,1
DB01136,P18089,1
DB04144,Q00987,1
DB03996,Q8TD30,0
DB01045,Q16850,1
DB00157,P49419,1
DB00599,P36544,1
DB00633,P05177,1
DB00721,Q8TCU5,1
DB03052,Q8NFW8,0
DB02633,P09211,1
DB06781,Q9UN76,0
DB06603,P49448,0
DB00475,Q8N1C3,1
DB09079,P54710,0
DB02464,P07477,1
DB00535,Q13363,0
DB06708,P16220,0
DB03042,P00338,0
DB00852,P60568,1
DB01370,P02787,1
DB01234,Q9HB55,1
DB05812,Q06520,1
DB01252,P23458,0
DB00852,Q9Y2D1,1
DB00114,Q6YP21,1
DB07374,Q9UNX3,1
DB00886,P12821,1
DB05465,Q9UHI5,0
DB05187,Q03181,1
DB00973,P54855,1
DB07374,Q6ZQY3,0
DB08436,P38435,0
DB09049,O75865,0
DB00640,P13945,0
DB01045,P02768,1
DB02264,P14210,1
DB00870,P23219,1
DB00142,Q05329,1
DB03380,P03901,0
DB07996,Q02338,0
DB02745,P62312,1
DB00458,P10635,1
DB04136,P03372,0
DB00413,P28223,1
DB00273,P31644,1
DB04144,P07202,0
DB00773,P09211,1
DB02049,P21266,0
DB08303,P42262,1
DB00714,P68871,0
DB00145,Q7Z2H8,1
DB07484,Q9UG56,0
DB07261,Q14833,0
DB00198,Q99519,1
DB03376,P07814,1
DB03589,P0CG48,0
DB02078,P17568,0
DB04697,P00734,1
DB00216,P10635,1
DB00171,O14727,1
DB04180,Q9HD40,0
DB00568,P11712,1
DB08614,Q6UWN8,0
DB02196,P15291,0
DB08399,P18507,0
DB00721,Q16558,1
DB04336,P36897,0
DB01151,P10635,1
DB01008,P09210,1
DB00268,P21917,1
DB00862,O76074,1
DB00491,P10253,1
DB07515,Q9UI32,0
DB07548,P00734,1
DB08614,Q9UNI1,1
DB00287,P53611,0
DB00875,P21728,1
DB01100,P14416,1
DB07091,Q14749,0
DB03101,P50052,0
DB01364,P06276,1
DB08772,P15121,1
DB01063,P21728,1
DB00590,P35368,1
DB02196,Q9GZT9,0
DB07814,Q9HAW9,0
DB04894,P47712,0
DB01403,P21918,1
DB02115,Q02928,0
DB02834,Q9P0J0,0
DB01065,Q08881,0
DB03483,P01579,0
DB00728,P06276,0
DB01215,P24046,1
DB00475,O75762,0
DB07228,O14757,1
DB00780,P05181,1
DB08519,Q9Y6K9,0
DB00725,P08912,1
DB00974,P05177,1
DB01224,P28223,1
DB03925,Q9UNI1,1
DB03033,P29597,0
DB04855,P18089,1
DB00268,Q9UQL6,0
DB07540,Q9Y6Y9,0
DB00116,Q16775,0
DB04213,P13686,0
DB04915,P33981,0
DB07863,P20594,0
DB03110,P10276,0
DB00268,P28222,1
DB04851,P17812,0
DB01118,P10635,1
DB01144,P11712,1
DB02598,P18850,0
DB00705,O75795,0
DB06916,Q16873,0
DB07074,P03951,1
DB00248,P35348,1
DB02494,Q96PF1,0
DB00719,P00390,0
DB03206,P56937,0
DB00835,P07550,0
DB04591,P02787,0
DB00805,P21728,1
DB00157,Q02338,1
DB00755,P13631,1
DB00156,Q16445,0
DB00934,P14416,1
DB00519,P23141,1
DB07902,Q9NP99,0
DB00694,P04141,0
DB09028,P43681,1
DB09242,Q96KC2,0
DB01833,P29474,1
DB01355,P31644,1
DB00633,P10635,1
DB00414,P06280,0
DB00974,P00813,1
DB02054,P04181,1
DB01558,P18507,1
DB01296,P05181,1
DB08190,O60939,0
DB02825,P08253,0
DB01403,P25100,1
DB02869,O60911,1
DB01705,Q9P2W7,0
DB00208,P05164,1
DB01551,O14646,0
DB01170,P23975,1
DB01645,Q15788,1
DB03904,Q9Y6Y9,0
DB02297,P30044,0
DB00842,O00591,1
DB00280,Q13255,0
DB01026,P20813,1
DB01297,Q8WVQ1,0
DB00157,P32322,1
DB01028,P05177,1
DB00182,Q70Z44,0
DB08583,P50135,0
DB08342,Q8IUR0,1
DB04144,Q9BQE3,0
DB03967,O43175,0
DB00427,P10635,1
DB06262,P35348,1
DB02778,P60900,0
DB00988,P14416,1
DB00157,O95479,1
DB00767,P08172,1
DB01944,Q12879,0
DB07889,O43181,0
DB06841,P00734,1
DB00499,P35869,1
DB01472,P21397,1
DB01436,Q13183,0
DB01559,P24046,1
DB04736,Q96LB9,1
DB00140,P15428,0
DB08231,P01308,1
DB05009,P29274,1
DB00260,P20711,1
DB02679,P24752,0
DB06707,P09668,0
DB03455,P11474,0
DB04014,P15291,0
DB01104,P10635,1
DB00737,P35367,1
DB07919,P21397,1
DB00437,Q969S8,0
DB04136,P00734,1
DB01359,P08588,1
DB00139,Q32P28,1
DB03379,O43246,0
DB00157,P14060,1
DB02869,Q9NWM0,0
DB01254,P29317,1
DB00594,P78348,1
DB00116,P34897,1
DB01159,P61158,0
DB08046,P01133,0
DB06849,P09012,0
DB00131,P16220,1
DB07893,Q9NUB1,0
DB08235,P29508,0
DB00145,Q14749,1
DB11362,P20594,0
DB01165,O95237,0
DB00473,Q06278,0
DB03150,P09172,0
DB06959,Q9Y694,0
DB02494,P62917,1
DB07633,P16442,1
DB03213,Q9BZW2,0
DB07307,P22102,0
DB00792,Q13183,0
DB01100,P35462,1
DB04306,P35030,0
DB07497,Q99062,0
DB00157,Q16795,1
DB03316,Q9Y275,1
DB00211,P25100,1
DB01854,P02775,0
DB06766,P35367,1
DB06741,P06133,1
DB05316,P28223,1
DB03849,Q7Z2H8,0
DB08557,P07900,1
DB03596,P48552,0
DB01632,P02743,0
DB01179,Q9GZP0,0
DB01029,P11712,1
DB08774,Q13255,0
DB04153,Q13002,0
DB00295,Q9HAW9,1
DB07374,P84098,1
