head,tail,label
DB00411,P08172,1
DB02220,O43837,0
DB01019,Q05940,0
DB07441,P05113,0
DB04602,O43526,0
DB08771,P28845,1
DB06414,P08684,1
DB00522,Q96KS0,0
DB02610,P00918,1
DB06016,P08684,1
DB00521,O00187,0
DB01392,P08684,1
DB03317,P09012,0
DB03628,P12931,1
DB07061,P49591,0
DB00661,O00305,1
DB07117,P14780,1
DB07873,P15954,0
DB00399,O95749,1
DB02783,P55263,0
DB02482,Q04759,1
DB00257,P11511,1
DB01032,Q13639,0
DB00591,Q13564,0
DB08901,P10721,1
DB04709,P10275,1
DB07696,Q9ULX7,0
DB00586,P35499,1
DB00157,Q6ZMR3,1
DB03176,P62829,0
DB04678,P05019,0
DB03223,Q9Y2D1,0
DB04633,P22301,0
DB01609,P20248,0
DB00813,Q9UKV0,0
DB07209,P37231,1
DB00246,P28221,1
DB01695,P10915,0
DB06920,P39900,0
DB00543,P08912,1
DB00624,Q9HB55,1
DB02084,Q9HB55,0
DB03633,P04054,1
DB00157,P09417,1
DB03896,P10398,0
DB01105,P23975,1
DB00242,P27707,1
DB07643,Q96C86,1
DB03008,P25021,0
DB00157,P08319,1
DB01588,P34903,1
DB07453,P28476,0
DB08555,Q15125,0
DB00944,Q96SL4,0
DB07181,P27487,1
DB02325,P30041,1
DB00805,P28223,1
DB01567,P28472,1
DB04917,Q13639,1
DB03061,P13569,0
DB01213,P04040,1
DB00451,O75936,0
DB08816,P08684,1
DB08453,O14949,1
DB07351,Q15382,0
DB04566,P11230,0
DB07887,P03951,1
DB02821,P04150,0
DB07993,P25103,0
DB09143,Q9BZZ2,0
DB03155,P18405,0
DB00956,Q9Y678,0
DB00615,P17302,0
DB08228,Q9Y6M4,0
DB08453,P31930,1
DB01435,P33261,1
DB00786,Q9NPA2,1
DB05461,Q96KC2,0
DB08620,Q494W8,1
DB04618,P04746,1
DB02342,P04798,1
DB00745,P20815,1
DB00819,Q8WX39,0
DB00514,Q99720,1
DB00586,P05181,1
DB03468,P30049,0
DB08156,P00918,1
DB05104,P01008,0
DB00673,Q6IA69,0
DB00533,P10632,1
DB02080,Q9NY46,0
DB06413,P08684,1
DB01016,P08684,1
DB04861,P06401,0
DB00292,O14764,1
DB04470,Q16719,0
DB08009,Q9UKU7,0
DB00496,Q9H239,0
DB08690,O14957,1
DB07230,Q96BH3,0
DB00964,P10398,0
DB03566,P09467,0
DB00357,P05177,1
DB00880,P00918,1
DB02325,P21554,0
DB02822,P07360,0
DB04258,P00533,0
DB04797,Q16539,1
DB00951,P11021,0
DB08352,P09104,0
DB02720,P11217,1
DB00607,P05177,1
DB08186,O75715,0
DB00718,P14324,0
DB05134,Q9H252,0
DB00122,P22303,1
DB00736,P10153,0
DB01611,Q9NR96,1
DB02671,O15067,0
DB00378,Q07075,0
DB00986,P20339,0
DB01364,Q05940,1
DB01081,P41143,1
DB02547,Q7Z4W1,0
DB08184,P47898,0
DB01353,P31644,1
DB00157,O95298,1
DB04521,P29275,0
DB01437,P80404,0
DB07642,Q96C86,1
DB07912,Q03393,0
DB02652,Q15303,0
DB00697,Q8NFW8,0
DB02854,O60895,0
DB00171,P35626,1
DB07437,Q96DP5,0
DB00774,P05023,1
DB08462,P12931,1
DB00514,P08684,1
DB04531,Q01581,0
DB08868,P08684,1
DB04276,P26572,0
DB00130,Q6IA69,1
DB01966,P30411,0
DB00425,P08684,1
DB02032,Q02218,0
DB00408,P08912,1
DB02714,P09601,0
DB00608,P35557,0
DB02218,Q7L3T8,0
DB02620,Q96NX5,0
DB00308,P54289,1
DB07716,O00519,0
DB08402,P37231,1
DB04604,P46597,0
DB07453,P43026,0
DB08426,P00742,1
DB08395,O95167,0
DB00182,O95954,0
DB00157,Q02928,1
DB03981,Q6NUM9,0
DB01220,P08684,1
DB04563,Q9H169,0
DB00559,P08684,1
DB00690,P11509,1
DB07458,P17612,1
DB07193,P27487,1
DB00723,P11233,0
DB00131,Q07343,1
DB02845,P06276,1
DB00496,P45381,0
DB03664,P30085,1
DB00514,P41145,1
DB00159,P37231,1
DB00093,P00338,0
DB00540,P14416,1
DB06274,Q9UJT0,0
DB00405,P35367,1
DB07382,O75251,0
DB00340,P08172,1
DB06757,Q7Z2Z2,0
DB08901,P12931,1
DB01902,Q7L3T8,0
DB04774,P23416,0
DB04763,P00918,1
DB00308,Q9NS40,1
DB06764,P51160,0
DB00464,Q9Y646,0
DB00449,P22303,1
DB00250,P25705,0
DB00270,P08684,1
DB00391,P35462,1
DB03195,Q92947,0
DB01717,Q9H2M3,0
DB03052,P14920,0
DB02097,P27707,0
DB02087,P19320,0
DB06262,P17735,0
DB03722,P49589,0
DB08482,Q4U2R8,0
DB02659,P62508,1
DB00482,P08684,1
DB06204,P23975,1
DB02646,P55769,0
DB01241,P10632,1
DB00841,P21964,1
DB03606,Q07343,1
DB01002,P05177,1
DB00313,Q14524,1
DB00564,Q14524,1
DB00231,Q9UN88,1
DB00213,P33261,1
DB05482,P10600,0
DB09082,Q96I15,0
DB00424,P08173,1
DB07714,P28223,0
DB07837,O00141,1
DB01525,P06276,1
DB00162,Q8TC12,1
DB03902,Q9H2G2,0
DB00125,Q96A70,1
DB01717,Q96MA6,1
DB07730,P18031,1
DB06944,Q9BVG9,0
DB08954,P04062,0
DB00546,P47869,1
DB03565,P05093,0
DB03622,Q9UBS5,0
DB02165,P17931,0
DB03125,P00374,1
DB04920,P33261,1
DB03506,Q99798,0
DB00382,P27487,0
DB01224,P08684,1
DB00691,P49591,0
DB01090,P10147,0
DB01200,P05177,1
DB04493,O14556,0
DB07929,Q13133,1
DB06871,P48544,0
DB02379,P23297,0
DB00611,P41145,1
DB07954,Q13370,1
DB08901,P10632,1
DB07636,P08574,1
DB07093,Q9UGM1,0
DB07054,P24941,1
DB03039,P00918,1
DB06940,Q16539,1
DB00902,P68104,0
DB06274,P41143,1
DB08018,P35398,0
DB00616,P12821,1
DB01946,Q9UL54,0
DB00892,P06276,1
DB07736,Q07973,0
DB06842,P19113,0
DB02277,Q9Y2I1,0
DB01836,P01130,0
DB07013,Q9UQL6,0
DB08299,Q02750,0
DB00240,Q96EN8,0
DB01088,Q08499,1
DB00540,P33261,1
DB01234,Q9HBH1,0
DB01565,Q5JVS0,0
DB09102,Q9HB55,1
DB06016,P28223,1
DB06899,P45844,0
DB02596,Q96T66,1
DB05790,P25103,1
DB05434,P05451,0
DB00224,P20815,1
DB00999,P55017,1
DB00191,P31645,1
DB07131,P15509,0
DB01204,Q16678,1
DB07842,P37231,1
DB01156,P10632,1
DB00421,P04150,1
DB08155,Q9UJS0,0
DB04140,P12268,0
DB01960,P60174,0
DB00268,P41595,1
DB08521,Q13547,0
DB00451,P10632,1
DB01833,P28845,0
DB08063,P20248,0
DB04003,Q9NS40,0
DB03008,Q16706,1
DB06480,Q13639,1
DB00914,Q15842,1
DB00777,P35367,1
DB00189,P49862,0
DB02210,Q9UG56,0
DB00786,P08254,1
DB00309,Q9NY47,0
DB00869,Q96RQ3,0
DB01820,Q9UQM7,0
DB00627,Q8TDS4,1
DB00201,P16499,1
DB00425,P12081,0
DB02255,P20132,0
DB00661,P33261,1
DB01248,P10636,1
DB00382,P05177,1
DB06912,Q99735,0
DB01108,P14060,1
DB00420,P05177,1
DB00669,P00403,0
DB02761,P03951,0
DB01964,Q8IWL2,0
DB08037,Q9ULK0,0
DB02462,P35228,1
DB07531,P30519,0
DB08691,Q8NFJ5,0
DB00119,O75911,0
DB00715,P08172,1
DB03461,Q13423,1
DB08051,Q01118,0
DB00675,Q05655,1
DB03814,P09417,1
DB01352,P47869,1
DB01436,P11473,1
DB00897,P34903,1
DB00602,O75311,1
DB00523,P10826,1
DB00200,Q9BXJ7,1
DB01992,Q92831,1
DB03587,P04054,1
DB07446,P07204,0
DB08024,P42336,0
DB00366,Q08499,0
DB00906,O75715,0
DB01045,Q9HB55,1
DB01612,P02741,0
DB00157,Q16798,1
DB00565,O60669,0
DB00802,Q07021,0
DB08676,P49356,1
DB00918,P10632,1
DB01600,Q15375,0
DB00143,P10768,1
DB08051,P27487,1
DB00138,Q13003,0
DB00131,P55263,1
DB01520,Q14957,1
DB07205,O14842,0
DB05137,P00505,0
DB04325,P78334,0
DB07733,P04062,0
DB00481,P07333,0
DB00472,P31645,1
DB06987,P02788,1
DB05266,Q08499,1
DB00989,P06276,1
DB01107,P28472,1
DB07574,Q9BVA1,1
DB05812,P84077,0
DB07995,Q9H2G2,0
DB06899,P16144,0
DB07456,Q9BZX2,0
DB02878,P35568,0
DB01708,P48169,1
DB00622,P54289,1
DB02506,Q14541,0
DB00822,Q8NFJ5,0
DB07929,O14764,0
DB04079,P08100,1
DB00651,Q08499,1
DB02379,P05771,0
DB06770,P04798,1
DB01068,P34903,1
DB00990,Q9NPD5,0
DB01129,P33261,1
DB00741,P04150,1
DB03485,P06731,0
DB07149,Q16134,0
DB01609,P17931,0
DB07710,P30419,0
DB01401,Q02750,0
DB04489,O75976,1
DB00420,P28223,1
DB01019,P31930,0
DB01525,P32418,0
DB02783,Q9H244,0
DB09202,P35368,1
DB04473,P49789,0
DB02869,Q96GD0,0
DB07714,P30049,0
DB00399,P14324,1
DB00641,Q86US8,0
DB00733,O75380,0
DB00231,P48169,1
DB01819,P13929,1
DB00540,P28223,1
DB07251,Q9UHQ9,0
DB01115,Q08289,1
DB01068,Q9UN88,1
DB00196,P08684,1
DB07448,P28476,0
DB07088,P30825,0
DB03697,P00918,1
DB00186,P47869,1
DB00181,O75899,1
DB03183,P00973,0
DB01113,P51648,0
DB02967,P00403,0
DB00514,Q15822,1
DB01105,P31645,1
DB01086,Q9Y2D1,0
DB05786,O14842,0
DB04114,P55210,0
DB00522,P05981,1
DB03147,P22570,1
DB01156,Q01959,1
DB04835,P08684,1
DB04416,P32927,0
DB08708,P10415,0
DB02690,P61927,0
DB07965,P04062,0
DB01852,Q6NUS8,1
DB00898,P34903,1
DB02310,Q12797,0
DB04799,P08574,1
DB07608,P00918,0
DB00179,P31930,0
DB01405,P05177,1
DB00270,Q01668,1
DB08411,Q9BTZ2,0
DB04715,Q9Y2Q0,0
DB00612,P08684,1
DB03222,P06746,1
DB01135,P08172,1
DB00171,P33121,1
DB08569,P17612,1
DB08392,Q9Y5Y4,0
DB00122,P98194,0
DB02651,Q01959,0
DB03945,P02741,1
DB06986,P11217,1
DB03191,Q07864,0
DB00188,O14818,1
DB00408,P35368,1
DB03948,Q16651,0
DB07143,Q96AE4,0
DB01992,P24941,0
DB00468,P05181,1
DB03106,P04062,1
DB01440,Q9HAB3,1
DB00799,P10826,1
DB07668,P17538,1
DB00125,P04424,1
DB04614,P22303,1
DB01009,P10632,1
DB01018,P08684,1
DB00565,Q15822,1
DB01041,P01375,1
DB01418,P08684,1
DB07437,P25963,0
DB04774,P29274,0
DB02767,O43741,0
DB00655,Q16678,1
DB06401,Q96P88,0
DB02379,P04746,1
DB00486,P08048,0
DB02635,P25116,0
DB00250,P33260,1
DB02527,P10644,1
DB08453,O14957,1
DB04166,P14920,1
DB01107,P78334,1
DB06728,P50406,0
DB02988,Q96NR8,0
DB00192,Q14524,1
DB00327,O60656,1
DB07388,P35228,1
DB06292,P08684,1
DB04886,O15067,0
DB08312,P28566,0
DB03279,P19367,0
DB07318,P35228,1
DB00549,P05181,1
DB00718,P05305,0
DB00728,Q15822,1
DB00589,P41595,1
DB09076,P08173,1
DB01075,P33261,1
DB03726,Q8NEB9,0
DB07134,P54819,0
DB00942,O14649,0
DB01248,P20815,1
DB02007,P19367,1
DB02535,Q9Y259,0
DB07895,P49354,1
DB07101,Q02750,1
DB07422,P18085,0
DB03509,P13726,0
DB00899,P41145,1
DB00234,P23975,1
DB07294,O00187,0
DB03159,P03372,0
DB01089,Q6IA69,0
DB01131,P00374,1
DB08802,Q86US8,0
DB07835,Q16539,1
DB00768,Q00534,0
DB00425,P24462,1
DB00674,Q15822,1
DB04894,P35346,1
DB07919,P22234,0
DB07465,P27487,1
DB00844,P35372,1
DB00228,P47869,1
DB02472,P00813,1
DB06699,Q92820,0
DB08538,O60882,0
DB04633,P56524,0
DB05171,P25787,0
DB00171,Q96Q40,1
DB08361,P33121,0
DB00242,P07359,0
DB08818,P98066,1
DB02963,Q9UDR5,0
DB06911,Q9Y2Z4,0
DB00587,Q9Y697,0
DB01790,P04818,0
DB08429,P27487,1
DB08818,Q96S86,1
DB04578,P45954,0
DB02196,Q9UBQ6,1
DB00190,P35398,0
DB08699,P31153,0
DB00234,P48549,0
DB01863,Q9H4M7,1
DB07916,Q8N543,0
DB00231,P08684,1
DB03251,P05091,0
DB01012,Q02338,0
DB07010,P29275,0
DB05824,O75911,0
DB00540,P23975,1
DB03937,P34896,0
DB02714,Q8IWT1,0
DB01437,Q96NR8,0
DB08018,O15460,0
DB00642,P00374,1
DB01011,P19099,1
DB03552,Q9H853,0
DB00603,P03372,1
DB00393,O00305,1
DB01026,P24462,1
DB00897,P28476,1
DB06209,Q9H244,1
DB04446,Q07699,0
DB08954,Q9UBN7,0
DB03606,P48549,0
DB00171,Q92887,1
DB07986,Q9BVA1,0
DB00242,Q07864,1
DB00982,Q92947,0
DB08150,Q8IWT1,0
DB04847,Q96KS0,1
DB04141,P31930,1
DB01200,P35462,1
DB06993,P27487,1
DB00598,P16070,0
DB08354,O00142,0
DB00857,P11511,1
DB00418,P34903,1
DB05442,Q86SZ2,0
DB03336,P21964,1
DB08865,P20815,1
DB07531,Q96C86,0
DB00721,Q15822,1
DB00548,P14679,1
DB07724,P37231,1
DB06987,P21802,0
DB04837,P35367,1
DB07133,P27487,0
DB01234,Q02928,1
DB00157,P20839,1
DB01079,P05181,1
DB02670,P20815,0
DB02081,P41180,0
DB01045,P22309,1
DB00138,P82251,1
DB00284,O00142,0
DB01567,P47870,1
DB00661,Q00975,1
DB01037,P22392,0
DB01820,Q9BV57,0
DB07676,Q16566,1
DB08775,O15144,0
DB01252,P16662,1
DB07926,O76054,0
DB00401,P24462,1
DB01011,P08684,1
DB01032,P10632,1
DB03449,P00519,0
DB00661,P20815,1
DB04505,Q13363,0
DB01107,P48169,1
DB06155,P08684,1
DB00565,P23415,0
DB00312,P47869,1
DB00956,P35372,1
DB01790,O94956,0
DB01686,P00492,0
DB02504,Q5JVS0,0
DB03222,P78334,0
DB03176,Q9NYQ3,0
DB00869,P46721,0
DB01303,Q92769,1
DB04468,P62508,1
DB00864,P20815,1
DB08054,P06276,0
DB03273,P23526,1
DB03749,Q9UP95,0
DB00196,P37088,0
DB00231,P34903,1
DB06693,P33527,0
DB05458,P20839,0
DB00340,P06731,0
DB01717,P35914,0
DB02638,P19440,0
DB00543,P08172,1
DB00858,P03891,0
DB08277,P28845,1
DB08345,P04150,0
DB02259,P21964,0
DB01686,Q14032,0
DB08546,P41235,0
DB03461,P00325,1
DB07157,P23975,0
DB04552,P51800,1
DB07279,P49327,0
DB00514,P06396,0
DB00741,P23560,0
DB02998,Q96C36,0
DB00228,P05181,1
DB01406,P08684,1
DB04522,P08100,1
DB04905,P35241,0
DB00413,Q96RQ3,0
DB02325,P08912,0
DB02405,Q5XXA6,0
DB00292,P47869,1
DB02029,P34913,1
DB04348,P51161,1
DB02758,Q9NZK7,1
DB01699,P33151,0
DB00104,P29323,0
DB01325,Q13621,1
DB01174,P05181,1
DB00150,P11413,0
DB00745,P01764,0
DB02652,Q96EM0,0
DB00401,Q01668,1
DB08848,Q92820,0
DB07422,P41145,0
DB01167,P08684,1
DB07660,P51686,0
DB04233,P08100,1
DB08867,P25787,0
DB07941,P04637,0
DB08596,P10644,0
DB07263,P18031,1
DB02209,Q9Y4U1,0
DB03486,Q8WVQ1,1
DB04681,P14868,0
DB07632,P24462,0
DB08149,P10145,0
DB07330,P09874,1
DB00269,P11511,1
DB04917,O15530,0
DB01031,P09172,0
DB00418,P05177,1
DB03575,P05981,0
DB03707,P16234,0
DB03976,P51160,0
DB04216,P10632,1
DB07878,P25774,1
DB03769,P23526,1
DB03461,Q7Z4W1,1
DB07609,P78540,0
DB07264,Q9NR82,0
DB04518,Q13133,0
DB07299,P03951,1
DB07717,P10275,1
DB03345,Q96GD3,1
DB03577,P15309,1
DB05266,O95831,0
DB00316,O60656,1
DB08901,P06239,1
DB04574,P05177,1
DB01737,P04746,0
DB01466,P35372,1
DB01357,P03372,1
DB02652,P49862,0
DB01405,O43193,0
DB03740,P04062,1
DB03910,P49354,0
DB08435,Q8TDS4,0
DB02594,P25963,0
DB04790,Q9NUB1,0
DB00309,P08684,1
DB03061,Q86Y39,0
DB08208,P42330,0
DB04090,P13674,0
DB01695,Q04759,0
DB00523,Q02218,0
DB02621,P31213,0
DB03187,Q9H8P0,0
DB03159,P25024,0
DB01224,P20815,1
DB07736,O14735,0
DB08157,Q15075,0
DB05412,P00403,1
DB03495,P52788,0
DB00201,P08684,1
DB04774,P68133,1
DB03551,Q9NZK7,0
DB01466,P08684,1
DB03428,Q92820,0
DB00531,P33261,1
DB08149,P61925,1
DB00834,P24462,1
DB03176,P10828,1
DB00989,O00264,0
DB00786,O60882,1
DB04337,O00555,0
DB08802,Q04609,0
DB02377,P05129,0
DB07528,P35968,1
DB00902,P15692,0
DB08445,P27487,1
DB07294,P11137,0
DB05294,P00533,1
DB00115,Q9Y4U1,1
DB04453,P16109,0
DB08186,P47898,0
DB00746,P47989,1
DB07574,Q9H169,1
DB01996,P14780,0
DB00332,P11229,1
DB00421,P10632,1
DB08617,P10620,0
DB00384,P05177,1
DB08437,Q96L21,1
DB02527,Q9UL51,1
DB03158,P32019,1
DB08312,Q92831,0
DB08555,P02452,0
DB07658,P09417,0
DB06940,P12883,0
DB02303,Q12882,1
DB02281,P19438,0
DB07696,P03891,0
DB08493,Q9UQQ2,0
DB00468,P24462,1
DB02822,P28062,0
DB02062,P08473,1
DB02347,Q16322,0
DB01392,Q14654,1
DB01015,O60656,1
DB02684,Q9UHC3,0
DB07419,O15067,0
DB00945,P00505,0
DB02259,P09917,0
DB08065,P14618,0
DB02964,P11217,1
DB01594,P78334,1
DB07212,P22459,0
DB06995,Q9UBX3,0
DB01017,P14780,1
DB00367,P10275,1
DB02353,P15291,0
DB05294,P15692,1
DB00606,P00918,1
DB07157,P15086,1
DB07383,P17538,1
DB03374,P40925,0
DB04080,Q9NPD5,0
DB00771,P10276,0
DB02774,P84077,1
DB01158,P05023,1
DB01576,P35368,1
DB09102,P24462,1
DB00897,P08684,1
DB04489,P24941,0
DB01406,Q92806,0
DB07919,O00217,0
DB08882,Q6YP21,0
DB05475,P17658,0
DB00697,Q9Y2I1,1
DB08901,P11274,1
DB00316,P05177,1
DB00228,O00187,0
DB00608,P04798,1
DB00635,P08684,1
DB03975,P60568,0
DB02377,P30793,1
DB01591,P08684,1
DB08819,P27695,0
DB05087,P31644,1
DB02486,P40261,0
DB00612,P08173,0
DB00228,P30049,1
DB08588,P27487,1
DB02585,P13686,0
DB03597,Q03013,1
DB07778,P07919,1
DB02045,P08912,0
DB01452,P41143,1
DB03865,P05981,1
DB00716,P07195,0
DB02379,P35557,1
DB01819,O94956,0
DB07926,P03956,1
DB00784,P10632,1
DB00898,P23416,1
DB00035,Q13555,0
DB01116,P06276,1
DB08915,P52848,0
DB07246,P14780,1
DB08617,P54577,1
DB04579,P36021,0
DB01580,Q02750,0
DB01174,P24462,1
DB00420,P11229,1
DB08461,Q9Y2D0,0
DB00228,O15554,1
DB02482,P06731,0
DB05294,P08684,1
DB00616,P08473,1
DB08699,P28472,0
DB01186,P41595,1
DB00774,P00915,1
DB06738,O60391,1
DB04957,P20815,1
DB05155,P41145,1
DB01353,P47869,1
DB00216,P33261,1
DB09078,P35968,1
DB03712,Q16719,0
DB01041,P20815,1
DB08162,P61925,1
DB00370,P08684,1
DB00204,P08684,1
DB05408,P01008,0
DB01143,P08758,0
DB04147,P60981,1
DB05104,P41145,1
DB03133,P09417,0
DB06879,P22001,0
DB04140,P08254,1
DB07130,P18031,1
DB03835,P11217,1
DB04003,P37058,0
DB06274,P35372,1
DB00898,Q13698,1
DB00549,Q7Z4W1,0
DB00641,P33261,1
DB07950,P04054,0
DB02155,Q9UMX2,0
DB02570,P04632,1
DB04453,P04746,1
DB07608,P41252,0
DB02063,P06401,0
DB00370,P05177,1
DB09079,P35968,1
DB08818,P10915,1
DB01972,Q05586,0
DB03203,P15151,1
DB00906,P06276,0
DB07394,P31153,0
DB00093,P13866,0
DB07746,P35218,0
DB03374,P61925,1
DB04126,Q6PEY2,0
DB03459,P27708,1
DB02603,P24941,1
DB06716,P47898,0
DB01235,P30291,0
DB07316,O14764,0
DB00138,O60931,1
DB00471,O14717,0
DB00237,P34903,1
DB00642,P04818,1
DB08087,Q9H4Y5,0
DB04659,P00488,0
DB00877,P20815,1
DB07132,O15530,1
DB00792,P04626,0
DB00675,P04798,1
DB08330,P08574,1
DB07319,P99999,0
DB01068,P78334,1
DB06413,P33261,1
DB04857,P14416,1
DB00418,P47869,1
DB01364,P23975,1
DB00951,P08684,1
DB06148,P05177,1
DB08271,O60882,1
DB00703,Q9Y6M4,0
DB02087,P00918,1
DB01100,P09960,0
DB01621,P14416,1
DB04768,Q9BZZ2,0
DB08530,P27487,1
DB07431,P27695,0
DB00715,P31645,1
DB08195,Q16566,0
DB08864,P08684,1
DB02518,P15121,1
DB00586,P33261,1
DB00154,P49841,0
DB09030,Q04844,0
DB00157,O60701,1
DB00232,P18509,0
DB00821,P31153,0
DB00651,P29274,1
DB01656,Q07343,1
DB02010,P30542,0
DB08114,P17612,1
DB00191,Q01959,1
DB00898,Q9UN88,1
DB00633,P05177,1
DB02297,P24941,1
DB07254,Q96A70,0
DB00721,Q8TCU5,1
DB07940,P14868,0
DB00201,Q07343,1
DB00196,P33261,1
DB07771,P49354,1
DB08889,P28062,1
DB03052,Q8NFW8,0
DB06920,Q99707,0
DB06781,Q9UN76,0
DB04858,O60547,0
DB07616,Q9UK23,0
DB07829,Q16539,1
DB02925,Q13621,1
DB00611,Q96RQ9,0
DB03059,Q14894,0
DB01133,P38606,1
DB06944,P39023,0
DB08402,P19793,1
DB04036,P26440,1
DB04216,Q05513,0
DB03032,P15121,0
DB01234,Q9HB55,1
DB05812,Q06520,1
DB06868,Q00536,0
DB02835,O43923,0
DB01200,P08684,1
DB06871,P03372,1
DB06716,P47870,1
DB08001,Q9Y345,0
DB07936,P24941,1
DB01926,P11586,0
DB02656,Q05586,0
DB00754,Q14524,1
DB00157,Q9UGM1,0
DB08436,P38435,0
DB01204,P08684,1
DB01234,P28566,0
DB03380,P03901,0
DB07107,P17612,1
DB06741,O60391,1
DB07996,Q02338,0
DB03026,Q9BVM4,0
DB03660,Q9UQM7,0
DB03147,Q15067,1
DB07506,P08173,0
DB04136,P03372,0
DB00413,P28223,1
DB00273,P31644,1
DB01704,P26196,0
DB00543,P47870,1
DB07441,Q13370,0
DB04509,P20815,0
DB08026,Q14520,0
DB03663,P17538,0
DB02196,P15291,0
DB08766,O95167,0
DB02889,P04746,1
DB02383,O60218,1
DB00721,Q16558,1
DB02152,Q01959,0
DB08883,P00742,0
DB00846,P04150,1
DB00268,P21917,1
DB00724,P08684,1
DB00174,Q15758,1
DB01132,P08684,1
DB06699,P69905,0
DB03382,P48147,1
DB00324,P08684,1
DB01167,Q15382,0
DB03749,P19367,0
DB07204,P00325,0
DB00115,Q99707,1
DB03403,P30085,1
DB08019,O60551,0
DB00675,P08684,1
DB08403,P03956,1
DB00204,Q14500,1
DB01100,P14416,1
DB01364,P06276,1
DB08772,P15121,1
DB00563,Q03154,0
DB07798,Q96RQ9,0
DB02115,Q02928,0
DB08042,Q9UKM7,0
DB01169,P28482,1
DB04794,Q9NSE4,0
DB07724,P01375,0
DB00728,P06276,0
DB07768,P52848,0
DB02375,P09038,0
DB08063,Q13133,1
DB00125,P78540,1
DB01407,P49368,0
DB01224,P28223,1
DB06716,P28472,1
DB07708,P35914,0
DB00318,P41145,1
DB00268,Q9UQL6,0
DB07579,Q00536,0
DB01264,P08684,1
DB01157,P19793,0
DB06894,O00519,1
DB07494,Q16539,0
DB07485,P62508,1
DB08437,P61927,1
DB02900,P12319,0
DB04769,Q9ULX7,0
DB00473,Q14524,1
DB04794,P05181,1
DB03525,P22392,0
DB03884,O60701,0
DB01008,P08684,1
DB07997,P61925,1
DB07318,O60656,0
DB04889,P31645,1
DB03039,P51161,0
DB00370,Q01959,1
DB00157,Q02338,1
DB08895,P33261,1
DB06954,Q9Y697,0
DB08910,P04118,0
DB01970,P21731,0
DB02789,Q16798,0
DB04982,P48058,1
DB00184,P11509,1
DB02105,P21964,1
DB07965,P43235,1
DB01400,P22303,1
DB01355,P31644,1
DB01174,O60391,1
DB01174,P20815,1
DB01717,P54819,1
DB00201,P05177,1
DB00408,P31645,1
DB06070,P04424,0
DB00979,P10827,0
DB06678,P16233,0
DB01915,P01024,1
DB00228,P42261,1
DB00123,Q96T66,0
DB01964,P00918,1
DB04400,P00439,1
DB03158,P25705,0
DB07312,P14060,0
DB00801,P28472,1
DB00235,Q14432,1
DB02845,P48728,0
DB00157,P03897,1
DB02602,P00918,1
DB00935,P35368,1
DB00898,P00325,1
DB01628,P05091,0
DB03602,P33260,0
DB00157,P32322,1
DB08746,Q8NFA2,0
DB00202,P08172,1
DB00897,P78334,1
DB03832,P09601,0
DB03447,P32019,0
DB06853,P10109,0
DB03403,Q9BZX2,1
DB02379,P19961,1
DB08150,Q13133,0
DB00988,P14416,1
DB00845,P08684,1
DB03484,P30153,0
DB06413,P05177,1
DB03598,P00918,1
DB03788,Q99460,0
DB00570,Q9UJT0,1
DB07395,P51648,0
DB00381,P24462,1
DB00357,P11511,1
DB07474,P20061,0
DB04577,P28331,0
DB02779,Q06124,1
