head,tail,label
DB00509,P07202,1
DB02652,Q96EM0,0
DB00401,Q01668,1
DB08848,Q92820,0
DB07422,P41145,0
DB01167,P08684,1
DB04233,P08100,1
DB08756,O75116,1
DB00157,Q16836,1
DB04644,P48029,0
DB02209,Q9Y4U1,0
DB03486,Q8WVQ1,1
DB04681,P14868,0
DB07632,P24462,0
DB08149,P10145,0
DB07621,P07550,0
DB00239,P08684,1
DB04917,O15530,0
DB01031,P09172,0
DB08293,P08238,1
DB00418,P05177,1
DB04432,P07477,1
DB06216,P08588,1
DB03575,P05981,0
DB03976,P51160,0
DB04216,P10632,1
DB01429,P48067,0
DB00295,Q99456,0
DB03769,P23526,1
DB07489,Q9Y6M4,1
DB04518,Q13133,0
DB07299,P03951,1
DB07128,P00734,1
DB07717,P10275,1
DB03577,P15309,1
DB08005,P62937,0
DB00611,P08183,0
DB01357,P03372,1
DB02652,P49862,0
DB03740,P04062,1
DB06917,P09960,1
DB01016,O60706,1
DB08435,Q8TDS4,0
DB01232,Q9UGI6,0
DB07400,P41594,0
DB02486,P35869,0
DB04790,Q9NUB1,0
DB00464,P13498,0
DB00182,P13945,1
DB01695,Q04759,0
DB00523,Q02218,0
DB03187,Q9H8P0,0
DB04585,O14832,0
DB07736,O14735,0
DB05412,P00403,1
DB00201,P08684,1
DB01054,P24462,1
DB03551,Q9NZK7,0
DB00334,P28566,1
DB00531,P33261,1
DB02449,Q14494,0
DB00834,P24462,1
DB03176,P10828,1
DB00989,O00264,0
DB00780,Q9HB55,1
DB02377,P05129,0
DB07528,P35968,1
DB00902,P15692,0
DB00091,P30405,1
DB08445,P27487,1
DB08184,P07477,1
DB00976,P05177,1
DB00898,P46098,1
DB04453,P16109,0
DB00295,P01189,0
DB01054,Q01668,1
DB08334,P22830,0
DB08186,P47898,0
DB00746,P47989,1
DB00865,P16435,1
DB07574,Q9H169,1
DB01996,P14780,0
DB07580,Q9HAW9,0
DB00421,P10632,1
DB07310,P28845,1
DB00384,P05177,1
DB00631,P27707,1
DB01165,P11388,1
DB08011,P33981,0
DB03158,P32019,1
DB04638,O14983,1
DB08555,P02452,0
DB07768,P52895,1
DB07658,P09417,0
DB01621,Q9UHY7,0
DB08047,O15511,0
DB01983,P23109,0
DB00753,P05181,1
DB08493,Q9UQQ2,0
DB00468,P24462,1
DB07921,P39900,1
DB02062,P08473,1
DB02347,Q16322,0
DB01224,P21728,1
DB01392,Q14654,1
DB01015,O60656,1
DB00334,Q16445,1
DB03187,P48775,0
DB02259,P09917,0
DB02964,P11217,1
DB01594,P78334,1
DB07212,P22459,0
DB06995,Q9UBX3,0
DB01017,P14780,1
DB00367,P10275,1
DB02353,P15291,0
DB00283,P35367,1
DB01189,P98194,1
DB07005,P00734,1
DB06837,Q13554,0
DB06262,O14983,0
DB03880,Q9UKQ2,1
DB04080,Q9NPD5,0
DB04426,P43353,0
DB04315,P42330,0
DB00771,P10276,0
DB00835,P33261,1
DB01158,P05023,1
DB00897,P08684,1
DB04489,P24941,0
DB00812,P23219,1
DB08515,Q99436,1
DB08202,P00918,1
DB08497,P08311,0
DB01406,Q92806,0
DB07919,O00217,0
DB08882,Q6YP21,0
DB05475,P17658,0
DB00697,Q9Y2I1,1
DB08901,P11274,1
DB00228,O00187,0
DB01238,P35368,1
DB08910,Q96SW2,1
DB00635,P08684,1
DB03975,P60568,0
DB02377,P30793,1
DB01352,O43175,0
DB01591,P08684,1
DB03796,O76054,1
DB00363,Q9NYX4,1
DB02486,P40261,0
DB06603,P08684,1
DB00228,P30049,1
DB00763,P08684,1
DB00334,P08588,1
DB04105,P10606,0
DB01541,Q9UNK4,0
DB00450,P17544,0
DB01009,Q16348,0
DB03434,P20248,0
DB01085,P17568,0
DB07121,Q96BI3,0
DB08334,P25098,0
DB03429,P12235,1
DB00866,P08588,1
DB01819,O94956,0
DB06144,P24394,0
DB00898,P23416,1
DB00035,Q13555,0
DB00402,P23219,1
DB07503,P48736,1
DB01116,P06276,1
DB08915,P52848,0
DB07246,P14780,1
DB00104,Q9NP56,0
DB00458,P28223,1
DB01227,P08912,0
DB02726,P30613,1
DB08461,Q9Y2D0,0
DB00228,O15554,1
DB08021,P53779,1
DB02482,P06731,0
DB00616,P08473,1
DB06956,P07900,1
DB01189,P30049,1
DB00650,O60264,0
DB00035,P23219,1
DB08641,P10827,0
DB00091,P08684,1
DB05155,P41145,1
DB01353,P47869,1
DB00216,P33261,1
DB00370,P08684,1
DB00943,P35790,0
DB00204,P08684,1
DB08755,P51511,0
DB05246,P30405,0
DB05408,P01008,0
DB01143,P08758,0
DB00647,Q9NXE4,0
DB00242,P00491,1
DB05266,Q08493,1
DB01618,P40238,0
DB05104,P41145,1
DB00205,P46459,0
DB03133,P09417,0
DB04012,Q9BZX2,0
DB06879,P22001,0
DB03835,P11217,1
DB04137,Q15382,1
DB04003,P37058,0
DB07116,Q16832,0
DB00475,Q16445,1
DB00550,P07202,1
DB07950,P04054,0
DB02570,P04632,1
DB04016,P08311,1
DB04453,P04746,1
DB03040,P02788,1
DB08402,Q15596,1
DB04930,P08684,1
DB00370,P05177,1
DB09079,P35968,1
DB08818,P10915,1
DB01972,Q05586,0
DB06800,Q9UGM6,0
DB02778,P09467,1
DB00906,P06276,0
DB07394,P31153,0
DB08930,P09086,1
DB07677,Q07699,0
DB02745,P04632,0
DB01233,P05093,1
DB07746,P35218,0
DB01244,P33402,0
DB01218,P49419,0
DB04770,P17568,0
DB04707,O43252,0
DB03459,P27708,1
DB02603,P24941,1
DB06716,P47898,0
DB04463,P12235,0
DB00725,P08172,1
DB01238,P46098,1
DB01354,P47869,1
DB01558,P28476,1
DB08087,Q9H4Y5,0
DB04845,P08684,1
DB07132,O15530,1
DB00792,P04626,0
DB04661,P15813,1
DB04149,Q07343,1
DB03056,Q92696,0
DB06413,P33261,1
DB04857,P14416,1
DB00418,P47869,1
DB01365,P46721,0
DB01364,P23975,1
DB00951,P08684,1
DB06148,P05177,1
DB00528,P54219,0
DB07211,P00734,1
DB02087,P00918,1
DB00920,Q08499,1
DB01100,P09960,0
DB05423,Q03721,0
DB01621,P14416,1
DB08530,P27487,1
DB00715,P31645,1
DB08195,Q16566,0
DB00773,P23219,1
DB02518,P15121,1
DB00586,P33261,1
DB00114,Q8TD30,1
DB00821,P31153,0
DB00651,P29274,1
DB06714,Q8IWU9,0
DB01045,Q16850,1
DB04137,P08173,0
DB00191,Q01959,1
DB00157,P49419,1
DB00898,Q9UN88,1
DB00633,P05177,1
DB02297,P24941,1
DB00721,Q8TCU5,1
DB07940,P14868,0
DB00201,Q07343,1
DB00196,P33261,1
DB03052,Q8NFW8,0
DB02633,P09211,1
DB06781,Q9UN76,0
DB09079,P54710,0
DB04858,O60547,0
DB07243,P11678,0
DB02464,P07477,1
DB00611,Q96RQ9,0
DB06708,P16220,0
DB06944,P39023,0
DB08402,P19793,1
DB04216,Q05513,0
DB01234,Q9HB55,1
DB05812,Q06520,1
DB06868,Q00536,0
DB00503,P08684,1
DB00114,Q6YP21,1
DB01200,P08684,1
DB06871,P03372,1
DB06716,P47870,1
DB08001,Q9Y345,0
DB07936,P24941,1
DB01926,P11586,0
DB02656,Q05586,0
DB00973,P54855,1
DB00754,Q14524,1
DB00157,Q9UGM1,0
DB08436,P38435,0
DB00640,P13945,0
DB01045,P02768,1
DB00870,P23219,1
DB01234,P28566,0
DB03380,P03901,0
DB06741,O60391,1
DB04315,P20339,1
DB07996,Q02338,0
DB03660,Q9UQM7,0
DB03147,Q15067,1
DB07506,P08173,0
DB04136,P03372,0
DB00413,P28223,1
DB00273,P31644,1
DB04144,P07202,0
DB00773,P09211,1
DB07484,Q9UG56,0
DB00198,Q99519,1
DB03376,P07814,1
DB02078,P17568,0
DB07441,Q13370,0
DB05395,Q13332,0
DB00171,O14727,1
DB08026,Q14520,0
DB08614,Q6UWN8,0
DB02196,P15291,0
DB02889,P04746,1
DB00721,Q16558,1
DB08883,P00742,0
DB00268,P21917,1
DB00724,P08684,1
DB06699,P69905,0
DB00862,O76074,1
DB01167,Q15382,0
DB03749,P19367,0
DB07204,P00325,0
DB03403,P30085,1
DB00583,P43155,1
DB00675,P08684,1
DB01411,P05113,1
DB00204,Q14500,1
DB07548,P00734,1
DB01454,P31645,1
DB01100,P14416,1
DB03101,P50052,0
DB01364,P06276,1
DB08772,P15121,1
DB01063,P21728,1
DB00674,P17787,1
DB00590,P35368,1
DB00563,Q03154,0
DB04351,P21399,0
DB00794,P10632,1
DB07814,Q9HAW9,0
DB07798,Q96RQ9,0
DB02110,P23219,1
DB01403,P21918,1
DB02115,Q02928,0
DB03483,P01579,0
DB00728,P06276,0
DB07768,P52848,0
DB02375,P09038,0
DB08063,Q13133,1
DB01183,P08684,1
DB07228,O14757,1
DB00780,P05181,1
DB08519,Q9Y6K9,0
DB00725,P08912,1
DB00974,P05177,1
DB03218,P11217,1
DB01224,P28223,1
DB04975,O76074,0
DB07708,P35914,0
DB00268,Q9UQL6,0
DB07540,Q9Y6Y9,0
DB04213,P13686,0
DB04915,P33981,0
DB07737,P56817,1
DB03110,P10276,0
DB07248,P16083,0
DB08441,Q99933,0
DB01264,P08684,1
DB04794,P37288,0
DB07485,P62508,1
DB02598,P18850,0
DB00780,P08684,1
DB00705,O75795,0
DB00473,Q14524,1
DB04794,P05181,1
DB03525,P22392,0
DB06916,Q16873,0
DB01008,P08684,1
DB07318,O60656,0
DB09570,P33261,1
DB00835,P07550,0
DB00805,P21728,1
DB04889,P31645,1
DB03039,P51161,0
DB00370,Q01959,1
DB00157,Q02338,1
DB03233,Q02809,0
DB08910,P04118,0
DB00934,P14416,1
DB00519,P23141,1
DB04982,P48058,1
DB02105,P21964,1
DB09242,Q96KC2,0
DB01355,P31644,1
DB00974,P00813,1
DB01717,P54819,1
DB00201,P05177,1
DB00408,P31645,1
DB00979,P10827,0
DB01296,P05181,1
DB01964,P00918,1
DB04400,P00439,1
DB03158,P25705,0
DB03596,P00918,1
DB07312,P14060,0
DB02845,P48728,0
DB00157,P03897,1
DB02602,P00918,1
DB00208,P05164,1
DB01551,O14646,0
DB00935,P35368,1
DB01170,P23975,1
DB00898,P00325,1
DB01628,P05091,0
DB03904,Q9Y6Y9,0
DB00842,O00591,1
DB02709,Q99624,0
DB01297,Q8WVQ1,0
DB00157,P32322,1
DB01041,P23219,1
DB00321,P41145,1
DB11362,P08684,1
DB00182,Q70Z44,0
DB00202,P08172,1
DB00897,P78334,1
DB03832,P09601,0
DB03447,P32019,0
DB08342,Q8IUR0,1
DB03403,Q9BZX2,1
DB04144,Q9BQE3,0
DB03967,O43175,0
DB02778,P60900,0
DB00988,P14416,1
DB00157,O95479,1
