head,tail,label
DB07317,P07900,1
DB00159,P37231,1
DB01193,P15382,0
DB07738,P56817,1
DB06757,Q7Z2Z2,0
DB02701,Q10588,1
DB03227,Q8NER1,0
DB06712,P11712,1
DB08590,Q9NWZ3,1
DB06144,P28335,1
DB06939,Q16762,0
DB00656,P08908,1
DB02568,P00491,1
DB00364,P46059,0
DB06820,Q6UWM7,0
DB04775,P22695,0
DB01595,P18507,1
DB07666,P28472,0
DB00328,Q8N8N7,1
DB09272,P29466,0
DB00389,P07202,1
DB01123,O00244,0
DB01231,P35749,0
DB04447,Q96QT4,1
DB01142,P11712,1
DB00945,P51812,1
DB03557,P15086,0
DB01023,Q9BZV3,0
DB00185,O43613,0
DB01050,P35354,1
DB04487,P08588,0
DB00446,P08174,1
DB00794,P34903,1
DB03443,P19622,0
DB01065,P04798,1
DB01736,P12235,1
DB08374,Q96I59,0
DB07795,P59998,0
DB07608,Q8IVL6,0
DB07495,Q05329,0
DB00623,P07202,0
DB09068,P34969,1
DB03506,Q99798,0
DB07105,P00734,1
DB02512,Q08345,0
DB03298,P33151,0
DB07689,O95470,0
DB00972,P04798,1
DB04493,O14556,0
DB00142,Q13255,1
DB07369,Q99712,0
DB00334,P18507,1
DB01080,Q96QT4,0
DB00623,P10635,1
DB00712,P49759,0
DB04821,P05164,1
DB07636,P08574,1
DB00645,Q9GZU7,0
DB01871,P25786,0
DB01118,P11509,1
DB01579,Q14289,0
DB04829,Q9Y5Y9,0
DB03661,P07711,1
DB07751,Q9UKQ2,0
DB02726,Q00987,0
DB06940,Q16539,1
DB08422,P00734,1
DB00481,Q92731,1
DB01183,Q06609,0
DB08333,P14174,1
DB08299,Q02750,0
DB00414,P16152,1
DB00536,P07998,1
DB01435,P23219,1
DB08231,O75521,1
DB00818,P11509,1
DB00612,P08588,1
DB06176,P42263,0
DB07213,O14757,1
DB04818,Q9HCP0,0
DB04752,Q08345,0
DB01365,P13945,1
DB09217,Q02156,0
DB00503,P20813,1
DB04172,P00749,1
DB02825,P30711,0
DB08296,P01857,1
DB01076,P35869,1
DB01559,P29466,0
DB00143,O43708,1
DB00925,P08913,1
DB00306,O14764,1
DB08896,P17948,1
DB00644,Q96P88,1
DB01204,Q16678,1
DB07378,P31040,0
DB06777,Q96RI1,1
DB01151,P08588,1
DB00909,P07451,1
DB05116,P10826,0
DB01251,Q09428,1
DB07324,Q96GD4,0
DB08574,P07451,0
DB03298,P29466,0
DB08121,Q6NUM9,0
DB07641,O94766,0
DB04825,P00568,0
DB03442,Q9NPH2,0
DB04493,P06744,1
DB03056,O43920,0
DB07154,P04798,0
DB01611,Q9NYK1,1
DB03243,P49913,0
DB02269,P07477,1
DB02735,P08842,1
DB00732,P05108,0
DB04048,P32119,1
DB03667,P23219,1
DB04363,P59768,0
DB08197,P07900,1
DB02973,Q7Z406,0
DB08037,Q9ULK0,0
DB04880,P18089,0
DB00818,P22309,1
DB03461,Q13423,1
DB01656,Q6WRI0,0
DB04315,P63096,1
DB08333,P29466,0
DB00966,P50579,0
DB08515,Q9H239,0
DB00683,O00591,1
DB00142,P43004,1
DB06947,Q86VU5,0
DB03461,P35270,1
DB07446,P07204,0
DB00153,O15528,1
DB02126,Q9ULW8,0
DB01170,Q7Z2Z2,0
DB01159,P18505,1
DB04885,Q9UDX3,0
DB08933,P14061,0
DB07030,Q96P88,0
DB01790,Q9UGN5,0
DB00423,P00915,1
DB01520,Q14957,1
DB00295,P07384,0
DB01023,Q13698,1
DB08751,P30926,0
DB04786,P15289,1
DB03994,Q15274,0
DB09049,P42892,0
DB00213,Q9UI33,0
DB03893,Q9BV57,0
DB01107,P28472,1
DB02848,Q13131,0
DB01793,P07686,0
DB07995,Q9H2G2,0
DB06899,P16144,0
DB08864,Q9NVS9,0
DB00463,P14867,1
DB01836,P07477,1
DB04859,Q96BH3,0
DB06969,P07900,1
DB00139,Q8WWT9,1
DB08230,P11309,1
DB01050,P35503,1
DB03461,P30043,1
DB06770,P04798,1
DB03623,P53779,1
DB01782,P33981,1
DB01068,P34903,1
DB00836,O95139,0
DB03896,O95139,0
DB00495,P11509,1
DB01173,Q9H228,0
DB00517,P20309,1
DB04137,P01112,1
DB08635,P01768,1
DB04365,O60931,0
DB00484,P18089,1
DB03918,P29275,0
DB01401,Q02750,0
DB03796,P02689,1
DB02783,Q9H244,0
DB04132,Q04760,1
DB01071,P15170,0
DB00293,P29508,0
DB00126,P05108,0
DB07652,Q9UBT6,1
DB01050,P06133,1
DB03424,P03915,0
DB03247,P08559,0
DB00862,P18545,1
DB00641,Q86US8,0
DB01351,P34903,1
DB01624,P35348,1
DB01253,Q9NR33,0
DB04217,Q13332,0
DB00143,O15217,1
DB07088,P30825,0
DB07316,P07478,0
DB00181,O75899,1
DB06820,P14174,0
DB04137,O15169,0
DB04840,P10635,1
DB00296,Q9Y5Y9,1
DB01028,Q09470,1
DB00575,Q02880,0
DB08763,P07477,1
DB00497,P19652,1
DB00142,P15104,1
DB00449,Q06278,0
DB02322,Q9Y234,0
DB08733,Q9UKQ2,1
DB07259,P29218,0
DB01128,P11712,1
DB00703,P49747,0
DB00235,P01303,0
DB01589,P18505,1
DB00788,P35354,1
DB08403,P52758,0
DB00293,Q05932,1
DB00599,P35222,0
DB08912,P01133,0
DB01107,Q99928,1
DB03712,Q9Y666,0
DB07427,P15336,0
DB00435,Q16696,0
DB00712,P35503,1
DB02258,P13631,1
DB01136,P35348,1
DB07905,P01133,0
DB00501,P10635,1
DB02379,P06737,1
DB03477,Q9NYR8,0
DB00328,P35354,1
DB00394,P20815,1
DB01586,P53597,0
DB01624,P21728,1
DB04701,P30273,0
DB05075,P17948,1
DB00594,P00749,1
DB08683,O14757,1
DB00462,P11229,1
DB00160,Q7Z2H8,1
DB01890,P08842,0
DB07437,P25963,0
DB00120,Q9UHI5,1
DB03670,Q9HBH1,0
DB03773,Q9NY46,0
DB00463,O14764,1
DB05511,P36959,0
DB02635,P25116,0
DB06962,Q15080,0
DB04276,P07384,1
DB06728,P50406,0
DB07594,Q9UGN5,0
DB00774,P40616,0
DB08005,P53779,1
DB04886,O15067,0
DB00734,P28335,1
DB00701,P41231,0
DB00693,P41595,0
DB02063,P06744,0
DB03899,P07900,1
DB03136,P00734,1
DB07474,O00591,0
DB03661,P46439,0
DB03021,Q99519,0
DB08043,P31639,0
DB09272,O60942,0
DB03772,O95865,0
DB07430,P14555,0
DB07101,Q02750,1
DB00334,P08913,1
DB06921,P04211,0
DB00328,P11712,1
DB00145,Q14957,1
DB07380,Q9Y6L6,0
DB01399,Q969S8,0
DB01039,Q07869,1
DB02429,P00747,0
DB01089,Q6IA69,0
DB07168,Q13554,1
DB06707,Q16706,0
DB07401,P22695,1
DB00349,O14764,1
DB07053,P36542,0
DB08802,Q86US8,0
DB02730,P09211,0
DB01630,P62750,0
DB00161,Q13621,0
DB07835,Q16539,1
DB00363,P20309,1
DB00647,P35372,1
DB07070,Q03181,1
DB06070,P07900,1
DB00959,P35243,0
DB07844,P18850,0
DB03849,P80075,0
DB07427,Q9UN19,0
DB02467,Q9Y233,0
DB07985,P07477,1
DB00142,Q16099,1
DB00134,Q9NZL9,1
DB03213,Q9UJT1,0
DB04272,P14174,1
DB06820,Q92696,0
DB06911,Q9Y2Z4,0
DB08480,P60900,0
DB08660,P21728,0
DB02733,P27361,1
DB01790,P04818,0
DB03760,Q15120,1
DB04268,Q92953,0
DB04839,P62750,0
DB00547,P20594,0
DB03777,P11309,1
DB01177,P33527,0
DB05298,Q9UM07,0
DB09076,P10635,1
DB07158,Q16850,0
DB05057,Q9NS75,0
DB06884,P22557,0
DB07756,P30153,0
DB06637,Q96RP8,1
DB00324,O60568,0
DB07974,O00591,0
DB06992,P27797,0
DB01752,Q86VU5,1
DB06738,Q13224,1
DB00784,P35354,1
DB08018,O15460,0
DB00558,Q9Y3R4,1
DB01672,Q14416,0
DB00123,Q15046,1
DB00656,P20815,1
DB01159,P18507,1
DB00574,P10635,1
DB08683,O75600,0
DB06892,Q99712,0
DB05265,Q8NFA2,1
DB00248,P07550,1
DB02662,P18031,1
DB04180,O15269,0
DB04551,P48067,0
DB08954,Q9UBN7,0
DB07173,P07360,0
DB07859,P21728,0
DB06982,P63208,1
DB08927,Q14894,0
DB01472,P10635,1
DB00463,Q16445,1
DB00129,Q9Y619,1
DB08836,P51553,0
DB00870,P35354,1
DB09063,P01859,0
DB00617,P11712,1
DB07089,P56817,1
DB03152,Q9UJT1,0
DB04014,Q9HAW9,0
DB00543,Q99928,1
DB04416,Q01082,0
DB00129,P51151,0
DB00508,P41595,1
DB00699,P31151,0
DB08610,P12429,0
DB08865,P20815,1
DB00458,P13726,0
DB07724,P37231,1
DB01723,P62942,1
DB06216,P34969,1
DB04638,P07686,0
DB01837,Q9Y698,0
DB00866,Q14494,0
DB07124,P17612,1
DB07237,P30038,0
DB01201,P13569,0
DB03909,P00558,1
DB07780,O95749,1
DB00454,O15399,1
DB07807,P09110,0
DB03243,O60513,0
DB01677,Q9ULK0,0
DB00328,Q04760,1
DB04464,O43739,0
DB01820,Q9BV57,0
DB01782,Q13362,0
DB07122,P00749,1
DB02073,O00764,0
DB00142,O00341,1
DB01024,P22309,1
DB01427,O60658,0
DB01244,P13631,0
DB01223,P14598,0
DB00682,Q9BQB6,1
DB01291,P07550,1
DB02325,O60942,1
DB00917,P43116,1
DB04141,P47985,1
DB03772,P16233,0
DB00647,P11712,1
DB08912,P15056,1
DB08881,P10635,1
DB00496,P20309,1
DB07141,Q13946,0
DB03673,Q00535,0
DB00568,Q13698,1
DB01595,O14764,1
DB03399,Q08493,0
DB00388,Q14353,0
DB00772,P02792,0
DB01356,O14732,1
DB07121,P78536,1
DB02116,Q9BYC2,0
DB00818,P14867,1
DB01284,Q9UKY3,0
DB04677,P27338,1
DB00961,Q05329,0
DB08733,Q08881,0
DB00231,P34903,1
DB00947,Q96HD9,0
DB02047,Q701N4,0
DB05458,P20839,0
DB02661,Q96Q40,0
DB08465,P49286,0
DB02103,P61278,0
DB01037,P20813,1
DB01076,P35503,1
DB08249,P51580,0
DB00957,P15289,0
DB07548,P24046,0
DB04644,P37231,0
DB01454,P28335,1
DB01412,P35354,0
DB02373,P50750,0
DB04818,Q9UBQ6,0
DB00933,P10635,1
DB00321,P08908,1
DB03711,P28062,0
DB01081,Q9BVJ7,0
DB00266,P35372,0
DB01422,O95865,0
DB00402,P34903,1
DB00835,P20813,1
DB05389,P22455,0
DB01325,Q13621,1
DB02848,O95299,0
DB01338,P30542,0
DB00509,P07202,1
DB02803,P00748,0
DB08507,O00555,0
DB00296,P61927,0
DB01614,Q15858,0
DB01208,P11388,1
DB09028,Q15825,1
DB04644,P48029,0
DB01132,Q8IZS8,0
DB00908,Q12809,1
DB00606,O43272,0
DB07621,P07550,0
DB00269,P11511,1
DB00991,P35354,1
DB06216,P08588,1
DB02848,Q9UBK8,0
DB00454,P20813,1
DB00530,P22309,1
DB02142,P42357,0
DB00530,P00533,1
DB01559,P14867,1
DB02552,P22748,0
DB07264,Q9NR82,0
DB05511,Q7Z2Z2,0
DB07128,P00734,1
DB08005,P62937,0
DB01170,P07237,0
DB04867,P32238,1
DB04395,P08069,1
DB06803,P11712,1
DB00943,P99999,0
DB01805,P07478,1
DB00726,P18089,1
DB04324,P53582,1
DB01466,P35372,1
DB00623,Q96I59,0
DB00321,P25021,1
DB02635,Q9NWZ5,0
DB01107,Q9NS75,0
DB02594,P25963,0
DB07362,Q9NSD9,0
DB01791,Q08493,1
DB00818,Q99928,1
DB06857,Q05329,0
DB08157,Q15075,0
DB08437,P62913,1
DB08896,P15056,1
DB02714,P07998,1
DB01189,Q99928,1
DB00921,P35372,1
DB07633,O75489,0
DB06441,Q9H244,1
DB03693,P36021,0
DB00653,Q13698,1
DB08846,P00915,1
DB00091,P30405,1
DB04855,Q12809,1
DB05294,P00533,1
DB00296,P10635,1
DB07934,P07477,0
DB06203,P10635,1
DB00316,P23219,1
DB07514,P24394,0
DB00368,P07550,1
DB03635,P02775,1
DB00210,P10826,1
DB05492,P18505,0
DB04172,P21731,0
DB07401,P07919,1
DB00185,P10635,1
DB00996,O15399,1
DB00332,P11229,1
DB07580,Q9HAW9,0
DB00875,Q8NFA2,0
DB08437,Q96L21,1
DB04638,O14983,1
DB00996,Q16515,0
DB03504,P07900,1
DB03980,Q16539,1
DB03781,O00763,1
DB08642,Q8NE62,0
DB06940,P12883,0
DB07636,P14621,0
DB03064,Q07075,0
DB02822,P28062,0
DB03706,Q9UN19,0
DB01215,P34903,1
DB00334,Q16445,1
DB04462,P68400,1
DB02078,Q9P2W7,0
DB07254,P35749,0
DB00547,P04150,1
DB01103,O60733,1
DB07731,P22894,0
DB07383,P17538,1
DB06837,Q13554,0
DB07281,P56817,1
DB01558,Q8N1C3,1
DB03880,Q9UKQ2,1
DB03801,Q05397,0
DB00394,P04150,1
DB04137,P61587,1
DB08932,P52333,0
DB07021,O60603,0
DB07104,P16152,0
DB03800,P04818,1
DB00434,P19105,0
DB00812,P23219,1
DB01665,Q9GZR5,0
DB08599,P19652,0
DB08515,Q99436,1
DB04608,P15538,0
DB07870,Q14123,0
DB01159,P20813,1
DB04770,P16581,0
DB00484,P23919,0
DB07949,P17516,0
DB00323,Q9Y617,0
DB00475,Q99928,1
DB00122,Q8NE62,1
DB01124,P33260,1
DB00363,Q9NYX4,1
DB00509,Q96FL8,0
DB00334,P08588,1
DB06594,P28335,1
DB06984,P25101,0
DB07778,P07919,1
DB00503,P11712,1
DB01472,P27338,1
DB08023,P53779,1
DB08334,P25098,0
DB03399,Q9GZP0,0
DB00208,P11712,1
DB03429,P12235,1
DB00866,P08588,1
DB02354,P07477,1
DB06144,P24394,0
DB03841,P55055,0
DB01580,P07550,1
DB00402,P23219,1
DB00247,P28222,1
DB00363,P28221,1
DB04579,P36021,0
DB01095,Q13126,0
DB01580,Q02750,0
DB00114,O75600,1
DB04315,P21980,1
DB00420,P11229,1
DB08678,P50747,0
DB01698,Q8IVH4,0
DB01394,P16581,0
DB06956,P07900,1
DB04126,P07858,1
DB01261,P25101,0
DB04287,Q96FL8,0
DB03501,Q9NS18,0
DB00774,P00915,1
DB01710,P11498,0
DB07302,P08588,0
DB00215,P08048,0
DB00280,P30837,0
DB00126,Q9NXG6,1
DB00767,P42263,0
DB03451,P17516,0
DB08532,Q6NS38,0
DB00364,P04181,0
DB07755,Q99584,0
DB08368,P11498,0
DB08954,P55055,0
DB00349,Q9Y698,0
DB02757,P00326,1
DB07626,P01857,0
DB00281,P00533,1
DB00205,P46459,0
DB03841,P47712,0
DB00502,P21728,1
DB00594,P19801,1
DB00475,Q16445,1
DB07618,P10114,0
DB03737,P23743,0
DB01672,P11802,0
DB00714,P28221,1
DB07608,P41252,0
DB00708,P48552,0
DB01028,P20813,1
DB02762,P02679,0
DB00431,O60760,0
DB00199,O15374,0
DB05239,Q8TF76,0
DB03070,P02775,0
DB00910,P11473,1
DB03374,P61925,1
DB04126,Q6PEY2,0
DB04409,P05230,1
DB04770,P17568,0
DB00592,P28472,1
DB01227,P35372,1
DB07316,O14764,0
DB08010,P53779,1
DB00334,O15143,0
DB01238,P46098,1
DB00402,P50406,0
DB06712,P00749,0
DB01156,Q9Y4W6,0
DB00477,P08908,1
DB00975,Q9P0Z9,0
DB07048,P29034,0
DB00980,P48039,1
DB07933,P49189,0
DB01821,O60701,0
DB03453,O60218,0
DB03056,Q92696,0
DB05025,P51843,0
DB01156,P11712,1
DB02681,P17568,0
DB00712,P35354,1
DB04376,Q9H252,0
DB07211,P00734,1
DB01356,P29218,1
DB00628,P28472,1
DB05428,P36959,0
DB08651,P14174,0
DB06603,Q8WUI4,1
DB06694,P08913,1
DB06813,Q05932,1
DB00761,O95264,0
DB04574,Q92731,1
DB02379,Q6L8H2,1
DB01094,O60568,0
DB00670,P46976,0
DB00114,Q8TD30,1
DB01148,P21673,0
DB00800,P18089,1
DB01136,P18089,1
DB04144,Q00987,1
DB00390,P05108,1
DB01708,Q8N1C3,1
DB03996,Q8TD30,0
DB02494,P61927,1
DB00599,P36544,1
DB08889,P28062,1
DB02673,Q8N1C3,0
DB06603,P49448,0
DB00475,Q8N1C3,1
DB08312,P07510,0
DB08751,P25024,0
DB07616,Q9UK23,0
DB02925,Q13621,1
DB08641,O60513,0
DB02919,P04731,0
DB07909,P42345,0
DB01608,P21728,1
DB04880,P26196,0
DB00641,P11712,1
DB01370,P02787,1
DB03096,P07339,1
DB03616,P13501,0
DB07374,Q9UNX3,1
DB05465,Q9UHI5,0
DB01435,P35354,1
DB04579,Q99436,0
DB05187,Q03181,1
DB07374,Q6ZQY3,0
DB09049,O75865,0
DB00640,P13945,0
DB02264,P14210,1
DB01095,P14679,0
DB02325,P07478,1
DB00870,P23219,1
DB07857,P17612,1
DB00142,Q05329,1
DB02745,P62312,1
DB00458,P10635,1
DB04144,P07202,0
DB03279,P13631,1
DB06697,P10635,1
DB00714,P68871,0
DB07584,P49841,1
DB00145,Q7Z2H8,1
DB07261,Q14833,0
DB00198,Q99519,1
DB02800,P02787,0
DB03589,P0CG48,0
DB02078,P17568,0
DB04697,P00734,1
DB05470,P05231,1
DB02805,P07998,1
DB00568,P11712,1
DB03663,P17538,0
DB08766,O95167,0
DB04178,P10176,0
DB07724,Q07869,1
DB07095,P17812,0
DB01151,P10635,1
DB00846,P04150,1
DB00862,O76074,1
DB00491,P10253,1
DB01901,P05230,1
DB00115,Q99707,1
DB07515,Q9UI32,0
DB00968,P20711,1
DB07876,P17612,1
DB07548,P00734,1
DB08614,Q9UNI1,1
DB04574,P06133,0
DB00875,P21728,1
DB01411,P49411,0
DB00983,P11509,1
DB03101,P50052,0
DB01063,P21728,1
DB07814,Q9HAW9,0
DB00126,P13674,1
DB01403,P21918,1
DB05521,Q9H228,0
DB07724,P01375,0
DB01065,Q08881,0
DB01215,P24046,1
DB03968,P01857,0
DB00475,O75762,0
DB00241,O14764,1
DB01068,P14867,1
DB04232,P59998,0
DB03925,Q9UNI1,1
DB03033,P29597,0
DB07009,Q15788,1
DB04855,P18089,1
DB02866,P41595,0
DB07540,Q9Y6Y9,0
DB00116,Q16775,0
DB04915,P33981,0
DB07863,P20594,0
DB04851,P17812,0
DB01118,P10635,1
DB08522,P36021,0
DB04512,Q07075,0
DB08437,P61927,1
DB00091,P20815,1
DB00248,P35348,1
DB02494,Q96PF1,0
DB00719,P00390,0
DB07997,P61925,1
DB08779,P03923,0
DB03206,P56937,0
DB00143,P08263,1
DB00835,P07550,0
DB04591,P02787,0
DB00449,P35348,1
DB01970,P21731,0
DB00755,P13631,1
DB00156,Q16445,0
DB00519,P23141,1
DB07902,Q9NP99,0
DB09028,P43681,1
DB02201,Q9NPH2,0
DB00669,P08908,1
DB01174,P20815,1
DB00414,P06280,0
DB04530,O60493,1
DB01558,P18507,1
DB05168,P15328,1
DB01805,P37088,0
DB06845,P11388,0
DB06070,P04424,0
DB08190,O60939,0
DB02825,P08253,0
DB01403,P25100,1
DB00123,Q96T66,0
DB04214,P10176,0
DB07000,P34896,0
DB01705,Q9P2W7,0
DB02340,P00488,1
DB00208,P05164,1
DB03814,P09211,1
DB01711,P47929,0
DB01645,Q15788,1
DB06711,P49841,0
DB00842,O00591,1
DB03016,P07477,1
DB00280,Q13255,0
DB01437,O00591,1
DB04144,Q9BQE3,0
DB03967,O43175,0
DB00427,P10635,1
DB02778,P60900,0
DB00543,P46098,1
DB08605,P35241,0
DB01678,P37059,0
DB00155,Q6TGC4,1
DB01944,Q12879,0
DB04577,P28331,0
DB07889,O43181,0
DB06841,P00734,1
DB00499,P35869,1
DB01472,P21397,1
DB03136,Q7Z2W7,0
DB01559,P24046,1
DB00140,P15428,0
DB08231,P01308,1
DB00260,P20711,1
DB02679,P24752,0
DB06870,P63208,0
DB08289,P63208,0
DB00701,P20815,1
DB00972,P20815,1
DB03455,P11474,0
DB03073,P21796,0
DB01104,P10635,1
DB00784,P11712,1
DB04689,Q460N3,0
DB00591,P04150,1
DB00571,P04798,1
DB00139,Q32P28,1
DB08734,P04818,1
DB01254,P29317,1
DB00594,P78348,1
DB00334,P34903,1
DB00116,P34897,1
DB01756,P19021,0
DB08235,P29508,0
DB00145,Q14749,1
DB01181,P23219,1
DB11362,P20594,0
DB04800,P18031,1
DB07086,Q15596,1
DB00174,Q99624,1
DB05295,P11473,1
DB07633,P16442,1
DB03213,Q9BZW2,0
DB00458,P50406,1
DB00398,P20815,1
DB00499,P20815,1
DB08025,P35749,0
DB00404,O14764,1
DB03082,P00734,0
DB01854,P02775,0
DB07995,Q8TF76,1
DB00683,P20815,1
DB00143,P30711,1
DB00891,P11712,1
DB05461,P18089,1
DB03849,Q7Z2H8,0
DB00145,O75311,1
DB01070,Q96Q83,0
DB08557,P07900,1
DB03596,P48552,0
DB01632,P02743,0
DB01179,Q9GZP0,0
DB02761,P07339,0
DB01029,P11712,1
DB03589,Q92887,0
DB08774,Q13255,0
DB00774,P22748,1
DB00295,Q9HAW9,1
DB07374,P84098,1
DB01595,Q99928,1
DB00363,P28335,1
DB07444,P20823,0
DB08093,P08238,0
DB03373,P30531,0
DB08236,P61160,1
DB06712,P11509,1
DB07550,P00734,1
DB03921,P28331,0
DB00703,P22748,1
DB02772,P08581,0
DB07633,P02787,0
DB01278,O60895,1
DB01727,Q99798,1
DB01624,P21918,1
DB08499,P42574,1
DB01138,P43004,0
DB00480,Q96SW2,1
DB03067,P10253,0
DB01050,P22309,1
DB04888,P14550,0
DB00865,O00483,0
DB06694,P18089,1
DB01442,Q86XF0,0
DB07440,P00734,1
DB03092,Q9GZT9,0
DB02335,Q13126,0
DB04946,P35348,1
DB01296,Q5T601,0
DB02205,O14556,1
DB06791,P30874,1
DB03435,P33151,0
DB01710,Q8IU85,0
DB01600,Q9UK17,0
DB00304,Q6IB77,0
DB01577,P20309,0
DB00527,O96000,0
DB01558,O14764,1
DB08409,Q05329,0
DB03541,Q96GD0,0
DB00334,O00591,1
DB07202,P15328,0
DB00142,Q9Y617,1
DB03757,P08908,0
DB03451,P11473,1
DB00908,Q9UM07,0
DB03189,P30043,0
DB00150,P14902,1
DB08826,Q969I3,0
DB03757,Q8TET4,0
DB00983,P07550,1
DB04855,O95069,1
DB06706,P23258,0
DB02226,Q9Y2Z4,0
DB08500,P04278,0
DB02052,P06493,1
DB00373,Q99884,0
DB03220,P52788,0
DB00907,P10635,1
DB04817,P20813,1
DB00613,P04798,1
DB08326,P19622,0
DB04510,Q14957,0
DB00313,P11509,1
DB04464,P24311,1
DB08510,P01859,1
DB07993,O00591,0
DB01333,P52209,0
DB08371,P19883,0
DB08371,P25787,0
DB05838,P34913,0
DB08752,Q9HAW8,0
