head,tail,label
DB00921,P10632,1
DB09068,P34969,1
DB00637,P24462,1
DB03506,Q99798,0
DB00382,P27487,0
DB00691,P49591,0
DB01090,P10147,0
DB00169,P08684,1
DB03298,P33151,0
DB00908,Q14524,1
DB00972,P04798,1
DB04493,O14556,0
DB00142,Q13255,1
DB02379,P23297,0
DB00611,P41145,1
DB00623,P10635,1
DB00712,P49759,0
DB07636,P08574,1
DB00645,Q9GZU7,0
DB07093,Q9UGM1,0
DB01118,P11509,1
DB07054,P24941,1
DB04829,Q9Y5Y9,0
DB03039,P00918,1
DB06940,Q16539,1
DB00902,P68104,0
DB06274,P41143,1
DB07903,Q8TDV5,0
DB04366,P07864,0
DB07641,P00973,0
DB08333,P14174,1
DB08299,Q02750,0
DB00414,P16152,1
DB05490,P48061,0
DB00540,P33261,1
DB00818,P11509,1
DB07194,P43405,1
DB00202,P63098,0
DB06616,P11274,1
DB04172,P00749,1
DB01375,P78334,0
DB02825,P30711,0
DB08296,P01857,1
DB06899,P45844,0
DB02596,Q96T66,1
DB01014,P35354,1
DB00170,Q06278,1
DB06883,P48547,0
DB05434,P05451,0
DB00224,P20815,1
DB00999,P55017,1
DB00191,P31645,1
DB00306,O14764,1
DB08896,P17948,1
DB00909,O43497,1
DB01204,Q16678,1
DB00177,P30556,1
DB07842,P37231,1
DB07378,P31040,0
DB01156,P10632,1
DB06777,Q96RI1,1
DB01251,Q09428,1
DB07374,P39023,1
DB04140,P12268,0
DB08121,Q6NUM9,0
DB00642,P22102,1
DB08521,Q13547,0
DB00451,P10632,1
DB07641,O94766,0
DB00342,P10632,1
DB08063,P20248,0
DB07131,P20594,0
DB03008,Q16706,1
DB05271,P27169,0
DB01611,Q9NYK1,1
DB02735,P08842,1
DB00732,P05108,0
DB00309,Q9NY47,0
DB01820,Q9UQM7,0
DB00201,P16499,1
DB08087,Q96RP8,0
DB02709,P68400,1
DB00425,P12081,0
DB00661,P33261,1
DB06912,Q99735,0
DB00669,P00403,0
DB01964,Q8IWL2,0
DB08037,Q9ULK0,0
DB07558,Q08289,0
DB00818,P22309,1
DB00119,O75911,0
DB03461,Q13423,1
DB08896,P09619,1
DB03559,Q9UJ70,0
DB00897,P34903,1
DB08029,P21554,0
DB00523,P10826,1
DB00200,Q9BXJ7,1
DB00142,P43004,1
DB06947,Q86VU5,0
DB03461,P35270,1
DB00643,P48051,0
DB07446,P07204,0
DB00201,P11712,1
DB02329,P28845,1
DB02126,Q9ULW8,0
DB00565,O60669,0
DB01159,P18505,1
DB02267,P18846,0
DB08676,P49356,1
DB00130,O43548,1
DB07030,Q96P88,0
DB07081,P27487,1
DB08010,Q08289,0
DB00143,P10768,1
DB01790,Q9UGN5,0
DB01520,Q14957,1
DB03702,P20472,0
DB05137,P00505,0
DB04325,P78334,0
DB04786,P15289,1
DB00213,Q9UI33,0
DB03893,Q9BV57,0
DB00472,P31645,1
DB01107,P28472,1
DB07574,Q9BVA1,1
DB02848,Q13131,0
DB01793,P07686,0
DB07995,Q9H2G2,0
DB07584,P31749,1
DB06899,P16144,0
DB04859,Q96BH3,0
DB00139,Q8WWT9,1
DB02379,P05771,0
DB03461,P30043,1
DB06770,P04798,1
DB04953,P43405,0
DB01068,P34903,1
DB00990,Q9NPD5,0
DB00741,P04150,1
DB01173,Q9H228,0
DB08635,P01768,1
DB00501,P24462,1
DB04365,O60931,0
DB00484,P18089,1
DB03918,P29275,0
DB07374,P62829,1
DB04272,P30793,0
DB03395,Q9Y5Y9,0
DB01401,Q02750,0
DB04489,O75976,1
DB01019,P31930,0
DB01217,P11712,1
DB01525,P32418,0
DB00184,P20813,1
DB02783,Q9H244,0
DB03691,Q9UBX1,1
DB00126,P05108,0
DB00909,Q8IWT1,1
DB04473,P49789,0
DB07714,P30049,0
DB00399,P14324,1
DB00641,Q86US8,0
DB01351,P34903,1
DB01624,P35348,1
DB01253,Q9NR33,0
DB07251,Q9UHQ9,0
DB01115,Q08289,1
DB02811,P53355,0
DB00393,P54284,1
DB07088,P30825,0
DB07316,P07478,0
DB03697,P00918,1
DB00181,O75899,1
DB03183,P00973,0
DB01215,P51170,0
DB04840,P10635,1
DB01028,Q09470,1
DB08838,O00305,0
DB00575,Q02880,0
DB04606,P23946,0
DB02967,P00403,0
DB00142,P15104,1
DB01105,P31645,1
DB05786,O14842,0
DB04114,P55210,0
DB00449,Q06278,0
DB00655,P11712,1
DB01156,Q01959,1
DB08708,P10415,0
DB01128,P11712,1
DB00703,P49747,0
DB01589,P18505,1
DB00898,P34903,1
DB08033,Q08426,0
DB00788,P35354,1
DB00599,P35222,0
DB07608,P00918,0
DB00179,P31930,0
DB01107,Q99928,1
DB03712,Q9Y666,0
DB07427,P15336,0
DB00909,P33261,1
DB08411,Q9BTZ2,0
DB00435,Q16696,0
DB00907,P08684,1
DB00712,P35503,1
DB01136,P35348,1
DB00612,P08684,1
DB03222,P06746,1
DB00184,P36544,1
DB00501,P10635,1
DB00448,P10632,1
DB00122,P98194,0
DB02379,P06737,1
DB02651,Q01959,0
DB03948,Q16651,0
DB07143,Q96AE4,0
DB01992,P24941,0
DB00394,P20815,1
DB00594,P00749,1
DB07668,P17538,1
DB00125,P04424,1
DB04614,P22303,1
DB00462,P11229,1
DB01018,P08684,1
DB00160,Q7Z2H8,1
DB01041,P01375,1
DB01418,P08684,1
DB07437,P25963,0
DB00700,Q15120,0
DB00655,Q16678,1
DB02379,P04746,1
DB03773,Q9NY46,0
DB05511,P36959,0
DB00563,P52209,1
DB02635,P25116,0
DB00250,P33260,1
DB01221,P25103,1
DB02049,P18846,0
DB01107,P78334,1
DB06728,P50406,0
DB07594,Q9UGN5,0
DB00192,Q14524,1
DB00327,O60656,1
DB04886,O15067,0
DB08312,P28566,0
DB03279,P19367,0
DB00396,P08684,1
DB00619,P10635,1
DB00701,P41231,0
DB05260,P31350,1
DB00693,P41595,0
DB09076,P08173,1
DB01075,P33261,1
DB04557,P36888,0
DB00942,O14649,0
DB01248,P20815,1
DB02007,P19367,1
DB03788,P41146,0
DB00444,Q03426,0
DB07430,P14555,0
DB07895,P49354,1
DB07101,Q02750,1
DB00899,P41145,1
DB04009,Q9BXA5,0
DB07294,O00187,0
DB07180,P00167,0
DB07380,Q9Y6L6,0
DB01399,Q969S8,0
DB01089,Q6IA69,0
DB06707,Q16706,0
DB07500,Q9NZK7,1
DB07401,P22695,1
DB02596,P49221,0
DB00349,O14764,1
DB07053,P36542,0
DB01131,P00374,1
DB08182,P24941,1
DB08802,Q86US8,0
DB07835,Q16539,1
DB00425,P24462,1
DB07465,P27487,1
DB00844,P35372,1
DB03959,P14210,1
DB07427,Q9UN19,0
DB06964,Q06609,0
DB00586,P35354,1
DB02467,Q9Y233,0
DB00465,P52732,0
DB04633,P56524,0
DB00142,Q16099,1
DB05171,P25787,0
DB08361,P33121,0
DB00242,P07359,0
DB04272,P14174,1
DB06911,Q9Y2Z4,0
DB00749,P11712,1
DB01790,P04818,0
DB08429,P27487,1
DB08572,P24941,1
DB00547,P20594,0
DB03777,P11309,1
DB05298,Q9UM07,0
DB09076,P10635,1
DB08699,P31153,0
DB00231,P08684,1
DB03251,P05091,0
DB05057,Q9NS75,0
DB07010,P29275,0
DB06884,P22557,0
DB00850,P10632,1
DB06637,Q96RP8,1
DB05824,O75911,0
DB01752,Q86VU5,1
DB02714,Q8IWT1,0
DB00784,P35354,1
DB08018,O15460,0
DB00558,Q9Y3R4,1
DB00642,P00374,1
DB01672,Q14416,0
DB01011,P19099,1
DB00123,Q15046,1
DB03552,Q9H853,0
DB01159,P18507,1
DB08683,O75600,0
DB00393,O00305,1
DB05265,Q8NFA2,1
DB00897,P28476,1
DB02662,P18031,1
DB06209,Q9H244,1
DB04446,Q07699,0
DB04180,O15269,0
DB08954,Q9UBN7,0
DB06678,P18089,1
DB07173,P07360,0
DB07986,Q9BVA1,0
DB00242,Q07864,1
DB08150,Q8IWT1,0
DB06982,P63208,1
DB08927,Q14894,0
DB01472,P10635,1
DB04141,P31930,1
DB08836,P51553,0
DB00617,P11712,1
DB02915,P20248,1
DB00543,Q99928,1
DB04416,Q01082,0
DB08865,P20815,1
DB03742,Q99884,0
DB00548,P14679,1
DB07724,P37231,1
DB07133,P27487,0
DB07821,Q13093,1
DB04795,P31153,0
DB00711,P07741,0
DB02670,P20815,0
DB06877,P28482,1
DB07124,P17612,1
DB07237,P30038,0
DB03490,P24941,1
DB03909,P00558,1
DB07780,O95749,1
DB01256,P05108,0
DB07807,P09110,0
DB00292,P18089,1
DB00284,O00142,0
DB01567,P47870,1
DB00661,Q00975,1
DB01037,P22392,0
DB01173,P10768,0
DB01820,Q9BV57,0
DB01782,Q13362,0
DB07676,Q16566,1
DB08775,O15144,0
DB00401,P24462,1
DB01011,P08684,1
DB00661,P20815,1
DB00786,P51512,1
DB07251,P54760,1
DB08749,O75746,0
DB00917,P43116,1
DB06155,P08684,1
DB00132,P51812,0
DB08881,P10635,1
DB00565,P23415,0
DB07141,Q13946,0
DB03673,Q00535,0
DB00568,Q13698,1
DB01790,O94956,0
DB01595,O14764,1
DB03222,P78334,0
DB00142,P00505,1
DB03176,Q9NYQ3,0
DB00869,P46721,0
DB01303,Q92769,1
DB00388,Q14353,0
DB04468,P62508,1
DB07297,O75438,0
DB00139,P21912,1
DB00231,P34903,1
DB00947,Q96HD9,0
DB06693,P33527,0
DB05458,P20839,0
DB02661,Q96Q40,0
DB08911,O14920,0
DB08345,P04150,0
DB02103,P61278,0
DB01686,Q14032,0
DB01037,P20813,1
DB01076,P35503,1
DB03461,P00325,1
DB00957,P15289,0
DB08838,P48048,1
DB04552,P51800,1
DB00741,P23560,0
DB00169,P33261,1
DB01412,P35354,0
DB00933,P10635,1
DB04905,P35241,0
DB07385,P15559,1
DB01215,P78334,1
DB00502,O60656,1
DB02405,Q5XXA6,0
DB01274,P11712,1
DB04348,P51161,1
DB02758,Q9NZK7,1
DB03206,P00973,0
DB05389,P22455,0
DB01699,P33151,0
DB01325,Q13621,1
DB02848,O95299,0
DB00150,P11413,0
DB01338,P30542,0
DB00745,P01764,0
DB06944,P14174,0
DB02803,P00748,0
DB01614,Q15858,0
DB01167,P08684,1
DB09028,Q15825,1
DB07941,P04637,0
DB03766,Q9NQX3,1
DB01698,P08684,1
DB01132,Q8IZS8,0
DB07632,P24462,0
DB00269,P11511,1
DB04917,O15530,0
DB00991,P35354,1
DB06871,P48449,0
DB02848,Q9UBK8,0
DB04216,P10632,1
DB01118,P33261,1
DB07878,P25774,1
DB02142,P42357,0
DB00921,P08684,1
DB03461,Q7Z4W1,1
DB07609,P78540,0
DB07264,Q9NR82,0
DB04518,Q13133,0
DB05511,Q7Z2Z2,0
DB05266,O95831,0
DB00316,O60656,1
DB04395,P08069,1
DB02448,Q9NZK7,1
DB06803,P11712,1
DB06976,P51178,0
DB01805,P07478,1
DB04324,P53582,1
DB01737,P04746,0
DB01577,P54219,1
DB01466,P35372,1
DB00148,P12532,1
DB00623,Q96I59,0
DB01405,O43193,0
DB08846,Q9ULX7,1
DB03910,P49354,0
DB00661,P22748,0
DB00446,P08684,1
DB01107,Q9NS75,0
DB02594,P25963,0
DB07362,Q9NSD9,0
DB00309,P08684,1
DB03061,Q86Y39,0
DB01695,Q04759,0
DB00818,Q99928,1
DB00558,P10415,0
DB08157,Q15075,0
DB00924,P10635,1
DB02714,P07998,1
DB00201,P08684,1
DB03551,Q9NZK7,0
DB01466,P08684,1
DB00921,P35372,1
DB08149,P61925,1
DB00834,P24462,1
DB01151,P33261,1
DB06441,Q9H244,1
DB00786,O60882,1
DB03693,P36021,0
DB07528,P35968,1
DB08846,P00915,1
DB07294,P11137,0
DB05294,P00533,1
DB06203,P10635,1
DB08186,P47898,0
DB02465,Q08426,0
DB04172,P21731,0
DB07401,P07919,1
DB07574,Q9H169,1
DB01996,P14780,0
DB00996,O15399,1
DB00332,P11229,1
DB00875,Q8NFA2,0
DB08617,P10620,0
DB08437,Q96L21,1
DB02164,O75600,0
DB03891,P16112,0
DB00897,P24046,1
DB08555,P02452,0
DB00996,Q16515,0
DB03980,Q16539,1
DB03781,O00763,1
DB08642,Q8NE62,0
DB06940,P12883,0
DB02281,P19438,0
DB07636,P14621,0
DB00468,P24462,1
DB03064,Q07075,0
DB02822,P28062,0
DB02062,P08473,1
DB02347,Q16322,0
DB02684,Q9UHC3,0
DB01215,P34903,1
DB03179,Q86VU5,1
DB00945,P00505,0
DB04676,P48547,0
DB00717,P06401,1
DB02964,P11217,1
DB01594,P78334,1
DB04462,P68400,1
DB01017,P14780,1
DB04463,Q9NYK1,0
DB00547,P04150,1
DB01103,O60733,1
DB00675,P10635,1
DB01268,P36888,1
DB00606,P00918,1
DB07383,P17538,1
DB00394,P04150,1
DB08932,P52333,0
DB07021,O60603,0
DB00429,P34995,1
DB07104,P16152,0
DB02774,P84077,1
DB09102,P24462,1
DB00897,P08684,1
DB04489,P24941,0
DB08513,P06213,1
DB00801,P18505,1
DB00448,P08684,1
DB02848,P22301,0
DB01776,P01189,0
DB05475,P17658,0
DB01159,P20813,1
DB00228,O00187,0
DB00608,P04798,1
DB01591,P08684,1
DB08819,P27695,0
DB00122,Q8NE62,1
DB01124,P33260,1
DB00612,P08173,0
DB02001,Q86XF0,1
DB00228,P30049,1
DB06594,P28335,1
DB02915,P24941,1
DB08588,P27487,1
DB03597,Q03013,1
DB07778,P07919,1
DB01452,P41143,1
DB01131,P10635,1
DB02379,P35557,1
DB00784,P10632,1
DB07798,P61278,0
DB03841,P55055,0
DB00247,P28222,1
DB08915,P52848,0
DB04579,P36021,0
DB01095,Q13126,0
DB01580,Q02750,0
DB01174,P24462,1
DB00420,P11229,1
DB08678,P50747,0
DB01698,Q8IVH4,0
DB01394,P16581,0
DB05294,P08684,1
DB08699,P28472,0
DB01186,P41595,1
DB04126,P07858,1
DB04287,Q96FL8,0
DB03501,Q9NS18,0
DB07026,P39900,1
DB00774,P00915,1
DB06738,O60391,1
DB01710,P11498,0
DB06853,P08581,0
DB00215,P08048,0
DB00280,P30837,0
DB09078,P35968,1
DB00717,P24462,1
DB01041,P20815,1
DB08162,P61925,1
DB00370,P08684,1
DB00364,P04181,0
DB08954,P55055,0
DB04147,P60981,1
DB07626,P01857,0
DB00598,P10635,1
DB03841,P47712,0
DB06879,P22001,0
DB06274,P35372,1
DB07618,P10114,0
DB00242,P31350,1
DB00898,Q13698,1
DB00549,Q7Z4W1,0
DB01672,P11802,0
DB00641,P33261,1
DB04453,P04746,1
DB00714,P28221,1
DB07608,P41252,0
DB02063,P06401,0
DB01972,Q05586,0
DB01028,P20813,1
DB03203,P15151,1
DB02404,P22303,1
DB00431,O60760,0
DB05239,Q8TF76,0
DB00514,P36544,1
DB03374,P61925,1
DB04126,Q6PEY2,0
DB01159,P98194,1
DB02603,P24941,1
DB00592,P28472,1
DB01235,P30291,0
DB00280,Q9NZV8,1
DB07316,O14764,0
DB00541,P08684,1
DB00471,O14717,0
DB06712,P00749,0
DB00642,P04818,1
DB08087,Q9H4Y5,0
DB00477,P08908,1
DB07351,O75762,0
DB00382,Q8TCT1,0
DB04659,P00488,0
DB07132,O15530,1
DB02108,P07858,1
DB00675,P04798,1
DB07319,P99999,0
DB01068,P78334,1
DB03453,O60218,0
DB07879,P56524,1
DB06413,P33261,1
DB00951,P08684,1
DB05025,P51843,0
DB01156,P11712,1
DB00712,P35354,1
DB00628,P28472,1
DB05428,P36959,0
DB07431,P27695,0
DB00715,P31645,1
DB06813,Q05932,1
DB08864,P08684,1
DB00586,P33261,1
DB02379,Q6L8H2,1
DB01834,P30419,0
DB00586,P14555,1
DB00232,P18509,0
DB00821,P31153,0
DB00800,P18089,1
DB01136,P18089,1
DB00390,P05108,1
DB01708,Q8N1C3,1
DB00675,P41743,1
DB02010,P30542,0
DB08114,P17612,1
DB00191,Q01959,1
DB03061,P00326,1
DB00599,P36544,1
DB00710,P14324,1
DB08889,P28062,1
DB00177,P11712,1
DB02673,Q8N1C3,0
DB00701,P33261,1
DB00921,P41145,1
DB08751,P25024,0
DB07616,Q9UK23,0
DB02925,Q13621,1
DB06944,P39023,0
DB04036,P26440,1
DB07909,P42345,0
DB04216,Q05513,0
DB00641,P11712,1
DB01370,P02787,1
DB03096,P07339,1
DB03616,P13501,0
DB06868,Q00536,0
DB00285,Q01959,1
DB01435,P35354,1
DB01926,P11586,0
DB01289,P62829,0
DB00754,Q14524,1
DB01565,P27797,0
DB04395,P29323,1
DB01204,P08684,1
DB02264,P14210,1
DB01095,P14679,0
DB02325,P07478,1
DB02931,Q9HAW8,0
DB08411,P01857,1
DB07857,P17612,1
DB01267,P35348,1
DB07107,P17612,1
DB01567,P24046,1
DB09291,P08684,1
DB08258,Q96IY4,0
DB03026,Q9BVM4,0
DB03279,P13631,1
DB06207,P08684,1
DB06697,P10635,1
DB00714,P68871,0
DB07584,P49841,1
DB01565,P09210,0
DB00285,P14324,0
DB00912,Q9UNQ0,0
DB02800,P02787,0
DB00543,P47870,1
DB02805,P07998,1
DB00568,P11712,1
DB03663,P17538,0
DB08766,O95167,0
DB04178,P10176,0
DB02152,Q01959,0
DB07095,P17812,0
DB01151,P10635,1
DB00846,P04150,1
DB01132,P08684,1
DB06699,P69905,0
DB03382,P48147,1
DB00324,P08684,1
DB00491,P10253,1
DB03749,P19367,0
DB01036,P33261,1
DB00115,Q99707,1
DB03403,P30085,1
DB07876,P17612,1
DB00675,P08684,1
DB00339,P47989,1
DB07630,Q8IWT1,0
DB00126,P13674,1
DB05521,Q9H228,0
DB08042,Q9UKM7,0
DB01169,P28482,1
DB04794,Q9NSE4,0
DB07724,P01375,0
DB01870,P19961,1
DB07768,P52848,0
DB04288,P24941,1
DB01215,P24046,1
DB08063,Q13133,1
DB01205,P47870,1
DB03968,P01857,0
DB01245,Q14353,0
DB08527,P24941,1
DB07226,P54687,0
DB00125,P78540,1
DB01407,P49368,0
DB03925,Q9UNI1,1
DB04855,P18089,1
DB00318,P41145,1
DB07579,Q00536,0
DB01157,P19793,0
DB02811,P22102,0
DB00541,P68366,1
DB04312,P24046,0
DB01118,P10635,1
DB08522,P36021,0
DB08437,P61927,1
DB01136,P51161,0
DB02900,P12319,0
DB04769,Q9ULX7,0
DB01728,P22301,0
DB03884,O60701,0
DB07997,P61925,1
DB06772,Q86XF0,0
DB03206,P56937,0
DB04591,P02787,0
DB00477,P17405,1
DB04889,P31645,1
DB03039,P51161,0
DB00370,Q01959,1
DB00449,P35348,1
DB08895,P33261,1
DB01970,P21731,0
DB00242,Q16775,0
DB03893,P26358,0
DB02789,Q16798,0
DB04982,P48058,1
DB07902,Q9NP99,0
DB00184,P11509,1
DB00669,P08908,1
DB07965,P43235,1
DB01400,P22303,1
DB00201,P10635,1
DB01174,O60391,1
DB01174,P20815,1
DB04530,O60493,1
DB05168,P15328,1
DB01805,P37088,0
DB06070,P04424,0
DB06678,P16233,0
DB08190,O60939,0
DB00228,P42261,1
DB00123,Q96T66,0
DB01964,P00918,1
DB00228,P18505,1
DB00801,P28472,1
DB07000,P34896,0
DB01705,Q9P2W7,0
DB00898,P00325,1
DB02467,P20339,1
DB01628,P05091,0
DB03602,P33260,0
DB00280,Q13255,0
DB00897,P78334,1
DB06853,P10109,0
DB02379,P19961,1
DB01369,P08684,1
DB08605,P35241,0
DB08150,Q13133,0
DB00845,P08684,1
DB08906,P08684,1
DB00155,Q6TGC4,1
DB06729,P08684,0
DB03788,Q99460,0
DB07395,P51648,0
DB07474,P20061,0
DB04577,P28331,0
DB00197,P05121,1
DB02779,Q06124,1
DB07754,O75676,0
DB01472,P21397,1
DB03136,Q7Z2W7,0
DB01559,P24046,1
DB08846,P43405,1
DB08231,P01308,1
DB01424,P33261,1
DB06870,P63208,0
DB08289,P63208,0
DB00701,P20815,1
DB00972,P20815,1
DB03455,P11474,0
DB04908,P08684,1
DB03073,P21796,0
DB04601,P00918,1
DB00213,Q99259,0
DB00784,P11712,1
DB07126,P20248,1
DB07744,Q16651,0
DB04215,O94903,0
DB00591,P04150,1
DB00184,P10635,1
DB07066,P11217,1
DB03479,P11217,1
DB01275,P08684,1
DB01784,P00918,1
DB00571,P04798,1
DB02079,P21549,1
DB08734,P04818,1
DB03726,O00222,0
DB00491,O43451,1
DB03194,P22303,0
DB01132,P33261,1
DB00608,Q9NR96,1
DB04800,P18031,1
DB01780,P26358,0
DB07133,P11217,0
DB04829,O75891,0
DB00701,Q9UKM7,0
DB02153,P07359,0
DB00350,P01189,0
DB07875,Q16654,0
DB02893,Q9UN19,0
DB00907,P24462,1
DB05295,P11473,1
DB08794,P15104,1
DB09292,P45844,0
DB01917,P11926,1
DB07633,P16442,1
DB00191,P21397,1
DB00398,P20815,1
DB00499,P20815,1
DB00514,P63000,1
DB08162,Q9UBN7,0
DB08910,Q6NXR0,0
DB01327,P55055,0
DB07995,Q8TF76,1
DB00143,P30711,1
DB00891,P11712,1
DB05461,P18089,1
DB03849,Q7Z2H8,0
DB01070,Q96Q83,0
DB04491,P27487,1
DB06693,P35503,0
DB00697,Q9Y2Q3,0
DB03060,P00374,1
DB02761,P07339,0
DB01029,P11712,1
DB03589,Q92887,0
DB08044,O00206,0
DB01136,P08684,1
DB00774,P22748,1
DB00439,P04035,1
DB01595,Q99928,1
DB00584,P39900,0
DB04377,P04040,0
DB08301,P00918,1
DB05219,Q13547,0
DB07444,P20823,0
DB07830,P27487,1
DB06623,Q00975,0
DB06712,P11509,1
DB08395,Q16539,1
