head,tail,label
DB04636,P35498,0.0
DB02288,Q9H2S1,0.0
DB01694,Q9NP99,1.0
DB00745,P35368,1.0
DB00945,P33261,1.0
DB07007,P09874,0.0
DB07981,P20645,0.0
DB09073,Q9NPA1,0.0
DB00584,Q04771,0.0
DB00540,Q99720,1.0
DB04752,Q92569,0.0
DB00133,P00387,0.0
DB03899,P33527,0.0
DB04369,P35030,1.0
DB02112,Q9ULZ9,0.0
DB00292,Q9UN88,1.0
DB07219,P07858,1.0
DB04934,P61278,0.0
DB03615,P32418,0.0
DB01595,Q16445,1.0
DB05713,P45381,0.0
DB00736,P31040,0.0
DB00602,P28472,1.0
DB04790,P51800,0.0
DB01567,O14764,1.0
DB00411,P08172,1.0
DB02220,O43837,0.0
DB01019,Q05940,0.0
DB04417,P22301,0.0
DB03541,P16083,1.0
DB05253,Q14914,0.0
DB08387,Q92696,0.0
DB01110,P05181,1.0
DB07441,P05113,0.0
DB00334,P49747,0.0
DB01411,P08684,1.0
DB04602,O43526,0.0
DB01821,O95180,0.0
DB08771,P28845,1.0
DB06414,P08684,1.0
DB00151,P35520,1.0
DB01618,P11229,1.0
DB00522,Q96KS0,0.0
DB02610,P00918,1.0
DB06016,P08684,1.0
DB07264,Q8TE23,0.0
DB06795,P02792,0.0
DB05252,P13612,0.0
DB07340,Q9NQS7,1.0
DB00521,O00187,0.0
DB01392,P08684,1.0
DB03317,P09012,0.0
DB03628,P12931,1.0
DB07061,P49591,0.0
DB02933,Q00169,0.0
DB00661,O00305,1.0
DB07117,P14780,1.0
DB01142,P28223,1.0
DB07873,P15954,0.0
DB00399,O95749,1.0
DB02783,P55263,0.0
DB02482,Q04759,1.0
DB00157,P80365,1.0
DB00257,P11511,1.0
DB01026,Q16850,1.0
DB03976,P07477,1.0
DB00346,P25100,1.0
DB08229,P01617,0.0
DB03015,P51648,0.0
DB01110,P20813,1.0
DB07397,P06730,0.0
DB03276,P62993,1.0
DB01032,Q13639,0.0
DB00591,Q13564,0.0
DB01776,P11678,0.0
DB08901,P10721,1.0
DB04709,P10275,1.0
DB07696,Q9ULX7,0.0
DB04967,Q05586,0.0
DB00586,P35499,1.0
DB01142,P18089,1.0
DB00157,Q6ZMR3,1.0
DB03444,O95263,0.0
DB00307,P19793,1.0
DB08607,O60494,0.0
DB02272,P49821,0.0
DB06589,P05177,1.0
DB03176,P62829,0.0
DB07893,P01834,1.0
DB04678,P05019,0.0
DB00909,Q9NY72,1.0
DB03223,Q9Y2D1,0.0
DB03702,Q9UNI1,1.0
DB04633,P22301,0.0
DB00263,P24298,0.0
DB00503,P24462,1.0
DB01609,P20248,0.0
DB00142,Q6YP21,1.0
DB00599,P08684,1.0
DB00215,P05181,1.0
DB01110,P05177,1.0
DB00813,Q9UKV0,0.0
DB07209,P37231,1.0
DB08909,P46926,0.0
DB00720,P35354,1.0
DB00246,P28221,1.0
DB01695,P10915,0.0
DB00392,P10606,0.0
DB06920,P39900,0.0
DB08877,O60674,1.0
DB01224,P18825,1.0
DB05399,P23919,0.0
DB00543,P08912,1.0
DB00624,Q9HB55,1.0
DB02084,Q9HB55,0.0
DB03633,P04054,1.0
DB04892,P42898,0.0
DB00157,P09417,1.0
DB04325,P07477,1.0
DB01151,P20813,1.0
DB03896,P10398,0.0
DB00091,P49069,1.0
DB03645,P62829,0.0
DB01105,P23975,1.0
DB00242,P27707,1.0
DB01835,Q9H4G4,0.0
DB00726,P35367,1.0
DB07643,Q96C86,1.0
DB04725,P35354,1.0
DB04888,P14416,1.0
DB01190,P08684,1.0
DB07213,Q9HAW8,0.0
DB01354,P30038,0.0
DB03008,P25021,0.0
DB02751,Q14353,1.0
DB07135,P27487,1.0
DB08182,P20248,1.0
DB04072,Q9ULW8,0.0
DB00157,P08319,1.0
DB09014,Q9BVG9,0.0
DB01142,Q9H3N8,1.0
DB01118,P11712,1.0
DB01588,P34903,1.0
DB02473,P00749,1.0
DB03040,P46059,0.0
DB07453,P28476,0.0
DB00901,P07550,1.0
DB00477,P21918,1.0
DB05095,P35354,1.0
DB08555,Q15125,0.0
DB00734,Q9H1K4,0.0
DB07500,O00180,0.0
DB03024,P61160,0.0
DB00944,Q96SL4,0.0
DB07181,P27487,1.0
DB00907,P10632,1.0
DB04722,Q9ULW8,0.0
DB00159,P35354,1.0
DB05470,Q16696,0.0
DB02325,P30041,1.0
DB01188,P05023,1.0
DB07070,O94903,0.0
DB08056,P54317,0.0
DB01351,Q13002,1.0
DB04657,Q8TDV5,0.0
DB06148,P21918,1.0
DB00312,P14867,1.0
DB00321,P34969,1.0
DB00281,Q14524,1.0
DB02498,P09874,1.0
DB00805,P28223,1.0
DB04021,Q7L3T8,0.0
DB01567,P28472,1.0
DB07731,P30084,0.0
DB03967,Q9NWZ3,0.0
DB04917,Q13639,1.0
DB03061,P13569,0.0
DB03487,P48169,0.0
DB01213,P04040,1.0
DB00451,O75936,0.0
DB01378,P49368,0.0
DB00202,Q9GZZ6,1.0
DB08816,P08684,1.0
DB02114,Q9UNI1,1.0
DB07344,Q8IVS2,1.0
DB02872,Q00987,1.0
DB00604,P20813,1.0
DB08734,Q9Y5R8,0.0
DB05511,P00797,0.0
DB08453,O14949,1.0
DB01962,P12931,1.0
DB06995,P08581,1.0
DB07351,Q15382,0.0
DB03496,P11802,1.0
DB00145,Q6IB77,1.0
DB04566,P11230,0.0
DB07887,P03951,1.0
DB01091,Q9NP56,0.0
DB00797,P18089,1.0
DB09065,Q9NZV6,0.0
DB07530,P20594,0.0
DB04871,P08684,1.0
DB06929,P00734,1.0
DB02821,P04150,0.0
DB00201,P54750,1.0
DB00843,P28223,1.0
DB03046,P37288,0.0
DB07993,P25103,0.0
DB09143,Q9BZZ2,0.0
DB01244,P10635,1.0
DB03155,P18405,0.0
DB01352,Q99418,0.0
DB00956,Q9Y678,0.0
DB08148,P18507,0.0
DB01710,P02792,0.0
DB04871,P54687,0.0
DB00615,P17302,0.0
DB08228,Q9Y6M4,0.0
DB08453,P31930,1.0
DB01204,Q9UBM7,0.0
DB01435,P33261,1.0
DB02875,P17752,0.0
DB02643,Q9Y666,0.0
DB00804,Q9NTG7,0.0
DB00250,P23219,1.0
DB01427,Q14432,1.0
DB00786,Q9NPA2,1.0
DB07735,P56817,1.0
DB05461,Q96KC2,0.0
DB08620,Q494W8,1.0
DB08899,P10635,1.0
DB07563,P23415,0.0
DB03594,P19652,0.0
DB00477,P35348,1.0
DB08247,O75936,0.0
DB04618,P04746,1.0
DB01050,P07204,1.0
DB02342,P04798,1.0
DB03744,P20248,0.0
DB01154,Q15842,1.0
DB00745,P20815,1.0
DB00218,Q969I3,0.0
DB00819,Q8WX39,0.0
DB00904,P11712,1.0
DB00720,O15239,0.0
DB00514,Q99720,1.0
DB00273,Q16445,1.0
DB00373,P07550,1.0
DB00586,P05181,1.0
DB06958,P35398,0.0
DB07013,P31513,0.0
DB00807,Q9Y5Y9,1.0
DB03468,P30049,0.0
DB00849,P14867,1.0
DB08156,P00918,1.0
DB01224,P21918,1.0
DB05104,P01008,0.0
DB07074,P09467,0.0
DB08006,P08912,0.0
DB00780,P24462,1.0
DB00673,Q6IA69,0.0
DB00533,P10632,1.0
DB08783,Q14749,0.0
DB00277,O76074,1.0
DB02080,Q9NY46,0.0
DB06413,P08684,1.0
DB08197,P54289,0.0
DB04392,Q9UJ70,0.0
DB01016,P08684,1.0
DB04861,P06401,0.0
DB01544,P05177,1.0
DB00292,O14764,1.0
DB04505,P51787,0.0
DB06147,P84098,0.0
DB04470,Q16719,0.0
DB09065,P10635,1.0
DB08009,Q9UKU7,0.0
DB00496,Q9H239,0.0
DB08690,O14957,1.0
DB07230,Q96BH3,0.0
DB08740,O43193,0.0
DB04855,P35348,1.0
DB00964,P10398,0.0
DB03566,P09467,0.0
DB05232,P35498,1.0
DB00357,P05177,1.0
DB00880,P00918,1.0
DB02325,P21554,0.0
DB07156,P08069,1.0
DB02822,P07360,0.0
DB04258,P00533,0.0
DB04797,Q16539,1.0
DB00951,P11021,0.0
DB01215,P22748,0.0
DB08292,P20618,0.0
DB03595,Q02338,0.0
DB08168,Q9BY41,1.0
DB08352,P09104,0.0
DB01689,P22413,0.0
DB02720,P11217,1.0
DB00607,P05177,1.0
DB08119,P10145,0.0
DB08334,P40306,0.0
DB00376,P20309,1.0
DB08186,O75715,0.0
DB04232,P08254,1.0
DB00718,P14324,0.0
DB00172,Q8TF76,0.0
DB04233,P43166,0.0
DB00549,P10635,1.0
DB07500,P22314,0.0
DB01752,O14717,1.0
DB05134,Q9H252,0.0
DB07225,P07858,1.0
DB00122,P22303,1.0
DB07629,P15259,0.0
DB00736,P10153,0.0
DB08130,P07478,0.0
DB00669,P28222,1.0
DB01611,Q9NR96,1.0
DB01892,P42263,0.0
DB00151,P17405,0.0
DB01438,P09172,0.0
DB06858,P00734,1.0
DB02671,O15067,0.0
DB00378,Q07075,0.0
DB01216,P18507,0.0
DB03886,P00374,1.0
DB03083,P63208,0.0
DB00937,P30559,0.0
DB00986,P20339,0.0
DB01364,Q05940,1.0
DB00674,P30532,1.0
DB01081,P41143,1.0
DB01068,O00591,1.0
DB02271,P24298,0.0
DB00583,P05164,1.0
DB02547,Q7Z4W1,0.0
DB07618,Q9GZT9,0.0
DB03218,P24941,0.0
DB08184,P47898,0.0
DB01353,P31644,1.0
DB00157,O95298,1.0
DB01028,P31644,1.0
DB00656,P24462,1.0
DB04521,P29275,0.0
DB03441,P00568,0.0
DB01437,P80404,0.0
DB07845,Q9Y6Y9,0.0
DB07642,Q96C86,1.0
DB01118,P09211,0.0
DB01174,Q12879,1.0
DB03772,P09958,0.0
DB07912,Q03393,0.0
DB02652,Q15303,0.0
DB01244,P51787,1.0
DB00697,Q8NFW8,0.0
DB00721,P21397,1.0
DB02854,O60895,0.0
DB04315,P36405,1.0
DB00313,P23219,1.0
DB00171,P35626,1.0
DB06909,Q8WWL2,0.0
DB07437,Q96DP5,0.0
DB04009,P36871,0.0
DB03483,P18031,1.0
DB08201,Q96RD7,0.0
DB04395,Q12756,1.0
DB00774,P05023,1.0
DB08462,P12931,1.0
DB07315,P06737,1.0
DB07942,Q13426,0.0
DB01215,P28476,1.0
DB01226,P08172,1.0
DB00842,P18505,1.0
DB00514,P08684,1.0
DB04531,Q01581,0.0
DB08868,P08684,1.0
DB04276,P26572,0.0
DB00875,P14416,1.0
DB00130,Q6IA69,1.0
DB03487,P61626,1.0
DB01966,P30411,0.0
DB08800,O14920,0.0
DB00425,P08684,1.0
DB01399,O60669,0.0
DB08807,P13945,1.0
DB00135,O60909,0.0
DB02032,Q02218,0.0
DB08152,P49888,0.0
DB00408,P08912,1.0
DB02714,P09601,0.0
DB00608,P35557,0.0
DB07849,P14550,0.0
DB02218,Q7L3T8,0.0
DB02620,Q96NX5,0.0
DB03086,Q5XXA6,0.0
DB08409,Q9NSA0,0.0
DB01189,O14757,0.0
DB00308,P54289,1.0
DB07716,O00519,0.0
DB07641,P21397,1.0
DB08402,P37231,1.0
DB07034,O14757,1.0
DB03951,P46926,1.0
DB08046,Q09013,0.0
DB04604,P46597,0.0
DB07453,P43026,0.0
DB01131,Q06278,0.0
DB07423,P10275,1.0
DB00654,Q969I3,0.0
DB08426,P00742,1.0
DB08395,O95167,0.0
DB00852,P08913,1.0
DB04315,O60547,1.0
DB00182,O95954,0.0
DB00717,P23467,0.0
DB00157,Q02928,1.0
DB01624,P08913,1.0
DB01536,P14060,1.0
DB07093,Q9HAN9,0.0
DB03981,Q6NUM9,0.0
DB00968,P22413,0.0
DB01220,P08684,1.0
DB08531,Q6UWP2,0.0
DB00553,P04798,1.0
DB07321,Q9Y6F1,0.0
DB04563,Q9H169,0.0
DB00559,P08684,1.0
DB00250,P35354,1.0
DB03757,Q9UNI1,1.0
DB02197,Q6NXR0,0.0
DB04954,P30542,1.0
DB02767,Q9Y6Y9,1.0
DB00690,P11509,1.0
DB01812,Q9Y663,1.0
DB00695,P62136,0.0
DB07458,P17612,1.0
DB01346,Q9P2W7,0.0
DB07954,O60658,1.0
DB07193,P27487,1.0
DB01409,P11229,1.0
DB00723,P11233,0.0
DB00726,P08913,1.0
DB00149,O15382,1.0
DB00131,Q07343,1.0
DB08141,P24941,1.0
DB03621,P62942,1.0
DB02845,P06276,1.0
DB00140,Q9GZT4,0.0
DB01071,P07101,0.0
DB01205,P48169,1.0
DB00396,P04632,0.0
DB07071,P20618,0.0
DB02986,P00918,1.0
DB01953,P00751,0.0
DB04178,P61587,0.0
DB00829,P30536,1.0
DB00496,P45381,0.0
DB03664,P30085,1.0
DB03065,P03915,0.0
DB07136,P08263,0.0
DB00514,P41145,1.0
DB07317,P07900,1.0
DB04797,Q8TCT1,0.0
DB08149,P19105,0.0
DB02445,Q14416,0.0
DB00159,P37231,1.0
DB00093,P00338,0.0
DB01193,P15382,0.0
DB00540,P14416,1.0
DB06274,Q9UJT0,0.0
DB07738,P56817,1.0
DB00405,P35367,1.0
DB07382,O75251,0.0
DB00340,P08172,1.0
DB00763,P24298,0.0
DB06757,Q7Z2Z2,0.0
DB04089,P00918,1.0
DB01373,P49747,1.0
DB08901,P12931,1.0
DB01902,Q7L3T8,0.0
DB04774,P23416,0.0
DB00490,P10635,1.0
DB02701,Q10588,1.0
DB04763,P00918,1.0
DB00308,Q9NS40,1.0
DB03227,Q8NER1,0.0
DB00312,Q13224,1.0
DB01026,P11712,1.0
DB06712,P11712,1.0
DB00616,P42262,0.0
DB06764,P51160,0.0
DB00425,P11712,1.0
DB08590,Q9NWZ3,1.0
DB07545,P53778,0.0
DB06144,P28335,1.0
DB00464,Q9Y646,0.0
DB00449,P22303,1.0
DB00157,P15428,1.0
DB00425,P12532,0.0
DB00250,P25705,0.0
DB00270,P08684,1.0
DB00391,P35462,1.0
DB01034,P19835,0.0
DB03195,Q92947,0.0
DB02837,Q14627,0.0
DB06939,Q16762,0.0
DB00163,P78417,1.0
DB00656,P08908,1.0
DB01717,Q9H2M3,0.0
DB02568,P00491,1.0
DB02854,P54760,0.0
DB03052,P14920,0.0
DB07731,P24941,1.0
DB04527,O00187,1.0
DB00364,P46059,0.0
DB06820,Q6UWM7,0.0
DB02097,P27707,0.0
DB00934,P05177,1.0
DB02087,P19320,0.0
DB04775,P22695,0.0
DB07393,Q04828,0.0
DB08201,O14939,0.0
DB06262,P17735,0.0
DB01595,P18507,1.0
DB00268,P08913,1.0
DB05297,Q8NFJ5,0.0
DB03722,P49589,0.0
DB08482,Q4U2R8,0.0
DB00334,P35462,1.0
DB02659,P62508,1.0
DB07666,P28472,0.0
DB00482,P08684,1.0
DB06204,P23975,1.0
DB02646,P55769,0.0
DB00328,Q8N8N7,1.0
DB04835,Q9Y6L7,0.0
DB07387,O60391,0.0
DB01241,P10632,1.0
DB09272,P29466,0.0
DB00841,P21964,1.0
DB00389,P07202,1.0
DB03606,Q07343,1.0
DB01123,O00244,0.0
DB04948,O95881,0.0
DB01002,P05177,1.0
DB00313,Q14524,1.0
DB01231,P35749,0.0
DB04447,Q96QT4,1.0
DB01142,P11712,1.0
DB00996,Q05586,1.0
DB01586,Q9ULX7,0.0
DB00945,P51812,1.0
DB00564,Q14524,1.0
DB03557,P15086,0.0
DB02375,Q14494,0.0
DB00231,Q9UN88,1.0
DB00213,P33261,1.0
DB01023,Q9BZV3,0.0
DB05482,P10600,0.0
DB02468,P43115,0.0
DB09082,Q96I15,0.0
DB00424,P08173,1.0
DB00185,O43613,0.0
DB07714,P28223,0.0
DB00226,P23975,1.0
DB07837,O00141,1.0
DB01050,P35354,1.0
DB00224,P10635,1.0
DB01525,P06276,1.0
DB00162,Q8TC12,1.0
DB03902,Q9H2G2,0.0
DB00125,Q96A70,1.0
DB04487,P08588,0.0
DB01717,Q96MA6,1.0
DB00446,P08174,1.0
DB07730,P18031,1.0
DB06944,Q9BVG9,0.0
DB08954,P04062,0.0
DB03708,P11586,0.0
DB06861,P05771,0.0
DB00794,P34903,1.0
DB00139,Q9UBX3,1.0
DB00647,P41143,1.0
DB00546,P47869,1.0
DB03443,P19622,0.0
DB03565,P05093,0.0
DB03622,Q9UBS5,0.0
DB01065,P04798,1.0
DB05395,O60911,0.0
DB00767,P08173,1.0
DB08125,P06396,0.0
DB01736,P12235,1.0
DB00920,P27815,1.0
DB08374,Q96I59,0.0
DB02165,P17931,0.0
DB00978,P11388,1.0
DB01213,P07327,1.0
DB01032,P11712,1.0
DB03824,P15121,0.0
DB00116,P78527,0.0
DB01378,P18085,0.0
DB07922,P39900,1.0
DB08896,P10721,1.0
DB07389,P35228,1.0
DB03125,P00374,1.0
DB07195,P03372,1.0
DB07795,P59998,0.0
DB07608,Q8IVL6,0.0
DB07495,Q05329,0.0
DB00623,P07202,0.0
DB00921,P10632,1.0
DB04920,P33261,1.0
DB09068,P34969,1.0
DB00114,P20132,1.0
DB00637,P24462,1.0
DB01100,P10635,1.0
DB03506,Q99798,0.0
DB07105,P00734,1.0
DB00382,P27487,0.0
DB01224,P08684,1.0
DB02512,Q08345,0.0
DB00691,P49591,0.0
DB01090,P10147,0.0
DB00169,P08684,1.0
DB03298,P33151,0.0
DB00908,Q14524,1.0
DB07689,O95470,0.0
DB00972,P04798,1.0
DB01200,P05177,1.0
DB04493,O14556,0.0
DB07929,Q13133,1.0
DB00142,Q13255,1.0
DB06884,P07195,0.0
DB06871,P48544,0.0
DB07369,Q99712,0.0
DB02379,P23297,0.0
DB06288,P08253,0.0
DB00611,P41145,1.0
DB00334,P18507,1.0
DB01080,Q96QT4,0.0
DB00623,P10635,1.0
DB07954,Q13370,1.0
DB08901,P10632,1.0
DB07612,Q9P0X4,0.0
DB00712,P49759,0.0
DB04821,P05164,1.0
DB07636,P08574,1.0
DB00645,Q9GZU7,0.0
DB07093,Q9UGM1,0.0
DB01871,P25786,0.0
DB01118,P11509,1.0
DB02602,O95342,0.0
DB01579,Q14289,0.0
DB07054,P24941,1.0
DB04829,Q9Y5Y9,0.0
DB00201,Q14643,1.0
DB03661,P07711,1.0
DB03039,P00918,1.0
DB07751,Q9UKQ2,0.0
DB07494,O76074,0.0
DB02726,Q00987,0.0
DB06940,Q16539,1.0
DB00902,P68104,0.0
DB06274,P41143,1.0
DB01129,P11712,1.0
DB08018,P35398,0.0
DB04825,O15511,0.0
DB07903,Q8TDV5,0.0
DB00616,P12821,1.0
DB01946,Q9UL54,0.0
DB04366,P07864,0.0
DB00892,P06276,1.0
DB07736,Q07973,0.0
DB08422,P00734,1.0
DB06842,P19113,0.0
DB00481,Q92731,1.0
DB02277,Q9Y2I1,0.0
DB07697,Q99519,0.0
DB01183,Q06609,0.0
DB01836,P01130,0.0
DB07219,O75936,0.0
DB00252,P10632,1.0
DB07641,P00973,0.0
DB07013,Q9UQL6,0.0
DB08333,P14174,1.0
DB08299,Q02750,0.0
DB00240,Q96EN8,0.0
DB00414,P16152,1.0
DB02468,P52732,0.0
DB00536,P07998,1.0
DB01435,P23219,1.0
DB00175,O95865,0.0
DB08231,O75521,1.0
DB01088,Q08499,1.0
DB05490,P48061,0.0
DB00540,P33261,1.0
DB00818,P11509,1.0
DB00266,P15559,1.0
DB00612,P08588,1.0
DB06176,P42263,0.0
DB07194,P43405,1.0
DB00503,P05181,1.0
DB07213,O14757,1.0
DB00425,Q96I99,0.0
DB02198,P22748,0.0
DB04818,Q9HCP0,0.0
DB04604,Q9HCR9,0.0
DB01234,Q9HBH1,0.0
DB01565,Q5JVS0,0.0
DB00202,P63098,0.0
DB06282,Q02817,0.0
DB04752,Q08345,0.0
DB09102,Q9HB55,1.0
DB06016,P28223,1.0
DB06148,P10635,1.0
DB07032,P00709,0.0
DB03760,P23434,1.0
DB06616,P11274,1.0
DB02553,P00390,1.0
DB01365,P13945,1.0
DB09217,Q02156,0.0
DB00898,Q8WXA8,1.0
DB00503,P20813,1.0
DB04172,P00749,1.0
DB01375,P78334,0.0
DB02825,P30711,0.0
DB00132,P08243,0.0
DB08296,P01857,1.0
DB06899,P45844,0.0
DB01076,P35869,1.0
DB02596,Q96T66,1.0
DB01559,P29466,0.0
DB00477,P02763,1.0
DB01014,P35354,1.0
DB05790,P25103,1.0
DB00170,Q06278,1.0
DB06883,P48547,0.0
DB05434,P05451,0.0
DB00224,P20815,1.0
DB00143,O43708,1.0
DB00999,P55017,1.0
DB00191,P31645,1.0
DB00925,P08913,1.0
DB00306,O14764,1.0
DB08896,P17948,1.0
DB07131,P15509,0.0
DB00644,Q96P88,1.0
DB00570,P10635,1.0
DB00909,O43497,1.0
DB01204,Q16678,1.0
DB00177,P30556,1.0
DB07842,P37231,1.0
DB01972,P31939,1.0
DB07378,P31040,0.0
DB01156,P10632,1.0
DB06777,Q96RI1,1.0
DB00421,P04150,1.0
DB08155,Q9UJS0,0.0
DB01151,P08588,1.0
DB06987,Q92993,0.0
DB00909,P07451,1.0
DB01588,P18505,1.0
DB05116,P10826,0.0
DB01251,Q09428,1.0
DB07324,Q96GD4,0.0
DB07374,P39023,1.0
DB08574,P07451,0.0
DB07794,Q96EM0,0.0
DB04140,P12268,0.0
DB08038,P49862,1.0
DB03298,P29466,0.0
DB08121,Q6NUM9,0.0
DB01960,P60174,0.0
DB00642,P22102,1.0
DB00268,P41595,1.0
DB08521,Q13547,0.0
DB00451,P10632,1.0
DB07641,O94766,0.0
DB00342,P10632,1.0
DB01833,P28845,0.0
DB05448,O14957,0.0
DB04825,P00568,0.0
DB08063,P20248,0.0
DB03442,Q9NPH2,0.0
DB04003,Q9NS40,0.0
DB00170,Q9NSA0,0.0
DB04493,P06744,1.0
DB00295,P54855,1.0
DB03056,O43920,0.0
DB07131,P20594,0.0
DB03008,Q16706,1.0
DB05271,P27169,0.0
DB00216,Q9P2J5,0.0
DB06480,Q13639,1.0
DB00914,Q15842,1.0
DB00777,P35367,1.0
DB00189,P49862,0.0
DB07154,P04798,0.0
DB01611,Q9NYK1,1.0
DB03243,P49913,0.0
DB08739,Q9Y6M4,0.0
DB02210,Q9UG56,0.0
DB02269,P07477,1.0
DB02735,P08842,1.0
DB00732,P05108,0.0
DB00786,P08254,1.0
